,Date,Home Team,Away Team,Prediction 1,Prediction 2,Decision,Stats
1,2024-12-26,Bristol City,Luton,"1,55","0,69",No decision Made,"Home: Bristol City, Away: Luton
Pts (All M): 27 VS 25
Pts Against Higher: 7 VS 3
Pts (Last 5): 5 VS 0
Position: 12 VS 14

BTTS (All M): 0.6 VS 0.4
Shots (All M):  13.3 VS 10.3
Shots (Last 5):  13.0 VS 8.6
Shots (AHR):  10.4 VS 9.8

Shots Tar (All M):  4.4 VS 3.7
Shots Tar (Last 5):  4.2 VS 3.8
Shots Tar (AHR):  3.4 VS 3.9

HT Gs (All M)):  0.3 VS 0.4
HT Gs (Last 5):  0.0 VS 0.6
HT Gs (AHR):  0.4 VS 0.5
FT Gs (All M)):  1.4 VS 0.7
FT Gs (Last 5):  1.2 VS 1.0
FT Gs (AHR):  1.0 VS 0.8

Scored at least 1 Goal (All M):  0.7 VS 0.5
Average conceded per match (All M): 1.0 VS 2.3
Scored at least 1 Goal (Last 5)):  0.6 VS 0.6
Scored at least 1 Goal (AHR):  0.57 VS 0.5
"
3,2024-12-26,Derby,West Brom,"1,15","1,00",No decision Made,"Home: Derby, Away: West Brom
Pts (All M): 24 VS 35
Pts Against Higher: 3 VS 13
Pts (Last 5): 5 VS 6
Position: 16 VS 7

BTTS (All M): 0.5 VS 0.73
Shots (All M):  14.2 VS 9.9
Shots (Last 5):  16.4 VS 8.0
Shots (AHR):  3.0 VS 10.0

Shots Tar (All M):  4.7 VS 3.7
Shots Tar (Last 5):  5.0 VS 3.0
Shots Tar (AHR):  2.0 VS 3.9

HT Gs (All M)):  0.8 VS 0.8
HT Gs (Last 5):  1.0 VS 0.8
HT Gs (AHR):  1.0 VS 0.7
FT Gs (All M)):  1.7 VS 1.5
FT Gs (Last 5):  1.6 VS 1.0
FT Gs (AHR):  1.0 VS 1.4

Scored at least 1 Goal (All M):  1.0 VS 0.82
Average conceded per match (All M): 0.9 VS 1.0
Scored at least 1 Goal (Last 5)):  1.0 VS 0.8
Scored at least 1 Goal (AHR):  1.0 VS 0.78
"
4,2024-12-26,Middlesbrough,Sheffield Weds,"0,62","0,07",No decision Made,"Home: Middlesbrough, Away: Sheffield Weds
Pts (All M): 35 VS 32
Pts Against Higher: 3 VS 0
Pts (Last 5): 9 VS 12
Position: 6 VS 9

BTTS (All M): 0.36 VS 0.5
Shots (All M):  17.2 VS 10.6
Shots (Last 5):  12.4 VS 12.0
Shots (AHR):  14.0 VS 7.7

Shots Tar (All M):  4.9 VS 3.4
Shots Tar (Last 5):  4.0 VS 3.6
Shots Tar (AHR):  4.0 VS 1.3

HT Gs (All M)):  0.8 VS 0.3
HT Gs (Last 5):  1.0 VS 0.4
HT Gs (AHR):  0.0 VS 0.0
FT Gs (All M)):  1.5 VS 1.2
FT Gs (Last 5):  1.8 VS 1.8
FT Gs (AHR):  0.5 VS 0.0

Scored at least 1 Goal (All M):  0.73 VS 0.6
Average conceded per match (All M): 1.0 VS 1.4
Scored at least 1 Goal (Last 5)):  0.6 VS 0.8
Scored at least 1 Goal (AHR):  0.5 VS 0.0
"
5,2024-12-26,Norwich,Millwall,"1,47","1,41",No decision Made,"Home: Norwich, Away: Millwall
Pts (All M): 26 VS 28
Pts Against Higher: 7 VS 5
Pts (Last 5): 7 VS 6
Position: 13 VS 10

BTTS (All M): 0.8 VS 0.44
Shots (All M):  13.1 VS 10.8
Shots (Last 5):  13.0 VS 8.4
Shots (AHR):  11.0 VS 11.0

Shots Tar (All M):  5.5 VS 3.7
Shots Tar (Last 5):  5.6 VS 2.8
Shots Tar (AHR):  4.3 VS 3.8

HT Gs (All M)):  1.2 VS 0.3
HT Gs (Last 5):  1.2 VS 0.4
HT Gs (AHR):  0.9 VS 0.2
FT Gs (All M)):  2.6 VS 0.8
FT Gs (Last 5):  2.8 VS 0.6
FT Gs (AHR):  1.7 VS 1.0

Scored at least 1 Goal (All M):  0.9 VS 0.56
Average conceded per match (All M): 1.5 VS 1.0
Scored at least 1 Goal (Last 5)):  0.8 VS 0.6
Scored at least 1 Goal (AHR):  0.86 VS 0.6
"
6,2024-12-26,Oxford,Cardiff,"1,67","0,86",No decision Made,"Home: Oxford, Away: Cardiff
Pts (All M): 18 VS 18
Pts Against Higher: 16 VS 6
Pts (Last 5): 4 VS 4
Position: 23 VS 22

BTTS (All M): 0.64 VS 0.6
Shots (All M):  9.5 VS 11.1
Shots (Last 5):  8.6 VS 10.6
Shots (AHR):  9.5 VS 11.1

Shots Tar (All M):  3.9 VS 3.2
Shots Tar (Last 5):  3.8 VS 3.0
Shots Tar (AHR):  3.9 VS 3.2

HT Gs (All M)):  0.5 VS 0.4
HT Gs (Last 5):  0.4 VS 0.6
HT Gs (AHR):  0.5 VS 0.4
FT Gs (All M)):  1.3 VS 0.8
FT Gs (Last 5):  1.2 VS 1.0
FT Gs (AHR):  1.3 VS 0.8

Scored at least 1 Goal (All M):  0.91 VS 0.6
Average conceded per match (All M): 1.36 VS 1.8
Scored at least 1 Goal (Last 5)):  1.0 VS 0.6
Scored at least 1 Goal (AHR):  0.91 VS 0.6
"
7,2024-12-26,Preston,Hull,"1,11","0,96",No decision Made,"Home: Preston, Away: Hull
Pts (All M): 23 VS 19
Pts Against Higher: 15 VS 7
Pts (Last 5): 4 VS 1
Position: 18 VS 21

BTTS (All M): 0.45 VS 0.6
Shots (All M):  11.2 VS 12.4
Shots (Last 5):  11.4 VS 11.4
Shots (AHR):  11.2 VS 12.2

Shots Tar (All M):  3.2 VS 3.4
Shots Tar (Last 5):  3.0 VS 3.2
Shots Tar (AHR):  3.2 VS 3.8

HT Gs (All M)):  0.5 VS 0.3
HT Gs (Last 5):  0.4 VS 0.2
HT Gs (AHR):  0.5 VS 0.4
FT Gs (All M)):  1.0 VS 1.0
FT Gs (Last 5):  0.8 VS 0.6
FT Gs (AHR):  1.0 VS 1.1

Scored at least 1 Goal (All M):  0.73 VS 0.6
Average conceded per match (All M): 0.91 VS 1.7
Scored at least 1 Goal (Last 5)):  0.8 VS 0.6
Scored at least 1 Goal (AHR):  0.73 VS 0.62
"
8,2024-12-26,Sheffield United,Burnley,"1,13","0,35",No decision Made,"Home: Sheffield United, Away: Burnley
Pts (All M): 50 VS 44
Pts Against Higher: 3 VS 4
Pts (Last 5): 15 VS 10
Position: 1 VS 3

BTTS (All M): 0.1 VS 0.27
Shots (All M):  14.5 VS 11.0
Shots (Last 5):  13.0 VS 12.0
Shots (AHR):  14.0 VS 7.7

Shots Tar (All M):  4.7 VS 3.6
Shots Tar (Last 5):  4.4 VS 3.6
Shots Tar (AHR):  4.0 VS 2.7

HT Gs (All M)):  0.9 VS 0.5
HT Gs (Last 5):  0.8 VS 0.2
HT Gs (AHR):  0.0 VS 0.3
FT Gs (All M)):  1.6 VS 1.2
FT Gs (Last 5):  1.8 VS 1.0
FT Gs (AHR):  1.0 VS 0.3

Scored at least 1 Goal (All M):  1.0 VS 0.64
Average conceded per match (All M): 0.2 VS 0.45
Scored at least 1 Goal (Last 5)):  1.0 VS 0.6
Scored at least 1 Goal (AHR):  1.0 VS 0.33
"
9,2024-12-26,Stoke,Leeds,"0,41","1,57",No decision Made,"Home: Stoke, Away: Leeds
Pts (All M): 22 VS 45
Pts Against Higher: 0 VS 14
Pts (Last 5): 6 VS 5
Position: 19 VS 2

BTTS (All M): 0.73 VS 0.4
Shots (All M):  12.5 VS 14.0
Shots (Last 5):  12.2 VS 15.0
Shots (AHR):  10.5 VS 14.0

Shots Tar (All M):  3.9 VS 4.2
Shots Tar (Last 5):  3.6 VS 4.4
Shots Tar (AHR):  3.5 VS 4.2

HT Gs (All M)):  0.9 VS 0.4
HT Gs (Last 5):  0.4 VS 0.2
HT Gs (AHR):  0.5 VS 0.4
FT Gs (All M)):  1.5 VS 1.2
FT Gs (Last 5):  1.0 VS 1.0
FT Gs (AHR):  0.5 VS 1.2

Scored at least 1 Goal (All M):  0.82 VS 0.6
Average conceded per match (All M): 1.36 VS 0.9
Scored at least 1 Goal (Last 5)):  0.6 VS 0.4
Scored at least 1 Goal (AHR):  0.5 VS 0.6
"
10,2024-12-26,Swansea,QPR,"1,36","0,82",No decision Made,"Home: Swansea, Away: QPR
Pts (All M): 27 VS 25
Pts Against Higher: 10 VS 8
Pts (Last 5): 4 VS 6
Position: 11 VS 15

BTTS (All M): 0.5 VS 0.4
Shots (All M):  12.7 VS 9.3
Shots (Last 5):  14.2 VS 7.6
Shots (AHR):  11.0 VS 9.2

Shots Tar (All M):  4.4 VS 2.3
Shots Tar (Last 5):  4.6 VS 1.6
Shots Tar (AHR):  4.1 VS 2.0

HT Gs (All M)):  1.0 VS 0.1
HT Gs (Last 5):  1.2 VS 0.2
HT Gs (AHR):  1.1 VS 0.0
FT Gs (All M)):  1.4 VS 0.8
FT Gs (Last 5):  1.6 VS 0.6
FT Gs (AHR):  1.6 VS 0.7

Scored at least 1 Goal (All M):  0.8 VS 0.5
Average conceded per match (All M): 1.2 VS 1.1
Scored at least 1 Goal (Last 5)):  0.8 VS 0.4
Scored at least 1 Goal (AHR):  0.86 VS 0.44
"
11,2024-12-26,Watford,Portsmouth,"2,09","1,78",No decision Made,"Home: Watford, Away: Portsmouth
Pts (All M): 34 VS 20
Pts Against Higher: 26 VS 2
Pts (Last 5): 13 VS 2
Position: 8 VS 20

BTTS (All M): 0.5 VS 0.7
Shots (All M):  14.0 VS 7.7
Shots (Last 5):  12.8 VS 8.0
Shots (AHR):  14.0 VS 5.7

Shots Tar (All M):  4.9 VS 2.9
Shots Tar (Last 5):  4.6 VS 3.0
Shots Tar (AHR):  4.9 VS 3.0

HT Gs (All M)):  0.3 VS 0.9
HT Gs (Last 5):  0.2 VS 0.4
HT Gs (AHR):  0.3 VS 1.7
FT Gs (All M)):  1.5 VS 1.2
FT Gs (Last 5):  1.0 VS 0.6
FT Gs (AHR):  1.5 VS 2.0

Scored at least 1 Goal (All M):  0.9 VS 0.7
Average conceded per match (All M): 0.5 VS 2.4
Scored at least 1 Goal (Last 5)):  0.8 VS 0.4
Scored at least 1 Goal (AHR):  0.9 VS 1.0
"
13,2024-12-26,Bradford,Port Vale,"0,47","1,16",No decision Made,"Home: Bradford, Away: Port Vale
Pts (All M): 28 VS 37
Pts Against Higher: 1 VS 14
Pts (Last 5): 10 VS 8
Position: 12 VS 2

BTTS (All M): 0.67 VS 0.27
Shots (All M):  12.9 VS 12.4
Shots (Last 5):  11.0 VS 13.0
Shots (AHR):  13.0 VS 11.1

Shots Tar (All M):  4.7 VS 3.9
Shots Tar (Last 5):  4.2 VS 2.8
Shots Tar (AHR):  4.5 VS 3.9

HT Gs (All M)):  0.8 VS 0.4
HT Gs (Last 5):  0.8 VS 0.0
HT Gs (AHR):  0.0 VS 0.5
FT Gs (All M)):  1.4 VS 1.2
FT Gs (Last 5):  1.6 VS 0.6
FT Gs (AHR):  0.5 VS 1.1

Scored at least 1 Goal (All M):  0.78 VS 0.73
Average conceded per match (All M): 0.78 VS 0.82
Scored at least 1 Goal (Last 5)):  1.0 VS 0.6
Scored at least 1 Goal (AHR):  0.5 VS 0.62
"
14,2024-12-26,Bromley,Newport County,"1,74","1,17",No decision Made,"Home: Bromley, Away: Newport County
Pts (All M): 27 VS 26
Pts Against Higher: 10 VS 6
Pts (Last 5): 6 VS 6
Position: 13 VS 15

BTTS (All M): 0.8 VS 0.36
Shots (All M):  13.5 VS 7.7
Shots (Last 5):  15.8 VS 7.8
Shots (AHR):  12.6 VS 8.1

Shots Tar (All M):  4.6 VS 2.1
Shots Tar (Last 5):  5.0 VS 2.6
Shots Tar (AHR):  4.5 VS 2.7

HT Gs (All M)):  0.6 VS 0.5
HT Gs (Last 5):  0.0 VS 0.6
HT Gs (AHR):  0.8 VS 0.7
FT Gs (All M)):  1.3 VS 0.8
FT Gs (Last 5):  1.0 VS 1.0
FT Gs (AHR):  1.4 VS 1.0

Scored at least 1 Goal (All M):  0.9 VS 0.55
Average conceded per match (All M): 1.4 VS 1.55
Scored at least 1 Goal (Last 5)):  0.8 VS 0.6
Scored at least 1 Goal (AHR):  0.88 VS 0.57
"
15,2024-12-26,Carlisle,Morecambe,"1,28","1,52",No decision Made,"Home: Carlisle, Away: Morecambe
Pts (All M): 15 VS 14
Pts Against Higher: 6 VS 11
Pts (Last 5): 3 VS 7
Position: 23 VS 24

BTTS (All M): 0.5 VS 0.45
Shots (All M):  12.5 VS 8.0
Shots (Last 5):  11.2 VS 8.0
Shots (AHR):  12.5 VS 8.0

Shots Tar (All M):  3.9 VS 2.5
Shots Tar (Last 5):  3.6 VS 2.8
Shots Tar (AHR):  3.9 VS 2.5

HT Gs (All M)):  0.7 VS 0.4
HT Gs (Last 5):  0.4 VS 0.8
HT Gs (AHR):  0.7 VS 0.4
FT Gs (All M)):  0.8 VS 1.0
FT Gs (Last 5):  0.4 VS 1.4
FT Gs (AHR):  0.8 VS 1.0

Scored at least 1 Goal (All M):  0.6 VS 0.55
Average conceded per match (All M): 1.5 VS 1.55
Scored at least 1 Goal (Last 5)):  0.4 VS 0.6
Scored at least 1 Goal (AHR):  0.6 VS 0.55
"
16,2024-12-26,Cheltenham,Crewe,"0,67","1,38",No decision Made,"Home: Cheltenham, Away: Crewe
Pts (All M): 27 VS 35
Pts Against Higher: 1 VS 9
Pts (Last 5): 9 VS 9
Position: 14 VS 4

BTTS (All M): 0.55 VS 0.6
Shots (All M):  11.2 VS 9.6
Shots (Last 5):  11.8 VS 10.2
Shots (AHR):  7.0 VS 10.6

Shots Tar (All M):  3.9 VS 3.0
Shots Tar (Last 5):  4.4 VS 3.4
Shots Tar (AHR):  3.5 VS 3.1

HT Gs (All M)):  0.4 VS 0.0
HT Gs (Last 5):  0.4 VS 0.0
HT Gs (AHR):  0.0 VS 0.0
FT Gs (All M)):  1.3 VS 1.1
FT Gs (Last 5):  1.2 VS 1.2
FT Gs (AHR):  0.5 VS 1.1

Scored at least 1 Goal (All M):  0.82 VS 0.9
Average conceded per match (All M): 1.09 VS 0.8
Scored at least 1 Goal (Last 5)):  1.0 VS 1.0
Scored at least 1 Goal (AHR):  0.5 VS 0.86
"
17,2024-12-26,Colchester,Gillingham,"1,24","0,82",No decision Made,"Home: Colchester, Away: Gillingham
Pts (All M): 23 VS 30
Pts Against Higher: 4 VS 8
Pts (Last 5): 5 VS 4
Position: 17 VS 11

BTTS (All M): 0.4 VS 0.33
Shots (All M):  15.4 VS 10.0
Shots (Last 5):  15.8 VS 11.6
Shots (AHR):  12.3 VS 10.0

Shots Tar (All M):  5.5 VS 2.4
Shots Tar (Last 5):  4.6 VS 2.2
Shots Tar (AHR):  4.7 VS 2.2

HT Gs (All M)):  0.7 VS 0.3
HT Gs (Last 5):  1.0 VS 0.4
HT Gs (AHR):  0.0 VS 0.4
FT Gs (All M)):  1.3 VS 0.7
FT Gs (Last 5):  1.4 VS 0.8
FT Gs (AHR):  1.3 VS 0.6

Scored at least 1 Goal (All M):  0.7 VS 0.67
Average conceded per match (All M): 0.7 VS 0.89
Scored at least 1 Goal (Last 5)):  0.8 VS 0.8
Scored at least 1 Goal (AHR):  1.0 VS 0.62
"
18,2024-12-26,Fleetwood Town,Chesterfield,"0,94","1,33",No decision Made,"Home: Fleetwood Town, Away: Chesterfield
Pts (All M): 23 VS 34
Pts Against Higher: 3 VS 10
Pts (Last 5): 6 VS 9
Position: 18 VS 5

BTTS (All M): 0.4 VS 0.3
Shots (All M):  13.4 VS 10.4
Shots (Last 5):  10.6 VS 9.2
Shots (AHR):  11.7 VS 10.8

Shots Tar (All M):  4.0 VS 4.1
Shots Tar (Last 5):  2.8 VS 4.0
Shots Tar (AHR):  3.7 VS 3.9

HT Gs (All M)):  0.7 VS 1.0
HT Gs (Last 5):  0.8 VS 0.6
HT Gs (AHR):  1.0 VS 1.0
FT Gs (All M)):  0.9 VS 2.1
FT Gs (Last 5):  1.2 VS 2.2
FT Gs (AHR):  1.0 VS 1.8

Scored at least 1 Goal (All M):  0.6 VS 0.7
Average conceded per match (All M): 1.0 VS 1.1
Scored at least 1 Goal (Last 5)):  0.8 VS 0.8
Scored at least 1 Goal (AHR):  0.67 VS 0.62
"
19,2024-12-26,Grimsby,Harrogate,"1,46","0,40",No decision Made,"Home: Grimsby, Away: Harrogate
Pts (All M): 31 VS 21
Pts Against Higher: 12 VS 3
Pts (Last 5): 3 VS 4
Position: 8 VS 19

BTTS (All M): 0.6 VS 0.4
Shots (All M):  10.7 VS 7.6
Shots (Last 5):  11.4 VS 6.2
Shots (AHR):  10.7 VS 8.2

Shots Tar (All M):  3.8 VS 3.2
Shots Tar (Last 5):  4.0 VS 2.8
Shots Tar (AHR):  3.8 VS 3.4

HT Gs (All M)):  0.8 VS 0.4
HT Gs (Last 5):  1.0 VS 0.4
HT Gs (AHR):  0.8 VS 0.0
FT Gs (All M)):  1.4 VS 0.8
FT Gs (Last 5):  1.4 VS 0.8
FT Gs (AHR):  1.4 VS 0.4

Scored at least 1 Goal (All M):  0.7 VS 0.5
Average conceded per match (All M): 2.0 VS 1.4
Scored at least 1 Goal (Last 5)):  0.6 VS 0.6
Scored at least 1 Goal (AHR):  0.7 VS 0.2
"
