,Date,Home Team,Away Team,Prediction 1,Prediction 2,Decision,Stats
33,2024-12-26,Stevenage,Wycombe,"1,80","2,00","Action: BTTS 
","Home: Stevenage, Away: Wycombe
Pts (All M): 26 VS 44
Pts Against Higher: 6 VS 15
Pts (Last 5): 8 VS 13
Position: 14 VS 2

BTTS (All M): 0.27 VS 0.82
Shots (All M):  10.2 VS 12.5
Shots (Last 5):  10.0 VS 11.2
Shots (AHR):  7.5 VS 12.9

Shots Tar (All M):  3.3 VS 5.2
Shots Tar (Last 5):  3.4 VS 6.2
Shots Tar (AHR):  3.0 VS 5.5

HT Gs (All M)):  0.3 VS 1.1
HT Gs (Last 5):  0.4 VS 1.8
HT Gs (AHR):  1.0 VS 1.0
FT Gs (All M)):  1.1 VS 2.5
FT Gs (Last 5):  1.2 VS 3.0
FT Gs (AHR):  1.5 VS 2.4

Scored at least 1 Goal (All M):  0.73 VS 1.0
Average conceded per match (All M): 0.82 VS 1.45
Scored at least 1 Goal (Last 5)):  0.8 VS 1.0
Scored at least 1 Goal (AHR):  1.0 VS 1.0
"
36,2024-12-26,Cesena,Cremonese,"1,99","2,82","Action: BTTS , O1.5 
","Home: Cesena, Away: Cremonese
Pts (All M): 25 VS 26
Pts Against Higher: 7 VS 10
Pts (Last 5): 10 VS 8
Position: 6 VS 5

BTTS (All M): 0.67 VS 0.56
Shots (All M):  13.8 VS 14.0
Shots (Last 5):  14.0 VS 14.2
Shots (AHR):  12.7 VS 14.5

Shots Tar (All M):  6.0 VS 4.7
Shots Tar (Last 5):  5.6 VS 5.0
Shots Tar (AHR):  5.7 VS 4.5

HT Gs (All M)):  1.3 VS 0.8
HT Gs (Last 5):  0.8 VS 0.6
HT Gs (AHR):  1.7 VS 1.5
FT Gs (All M)):  2.1 VS 1.8
FT Gs (Last 5):  1.8 VS 1.6
FT Gs (AHR):  2.0 VS 2.5

Scored at least 1 Goal (All M):  1.0 VS 0.67
Average conceded per match (All M): 1.33 VS 1.11
Scored at least 1 Goal (Last 5)):  1.0 VS 0.6
Scored at least 1 Goal (AHR):  1.0 VS 1.0
"
53,2024-12-26,St Johnstone,Dundee United,"0,99","2,21","Action: Double Chance X2 
","Home: St Johnstone, Away: Dundee United
Pts (All M): 14 VS 25
Pts Against Higher: 3 VS 10
Pts (Last 5): 6 VS 5
Position: 12 VS 5

BTTS (All M): 0.5 VS 0.62
Shots (All M):  11.2 VS 11.6
Shots (Last 5):  10.8 VS 10.0
Shots (AHR):  10.3 VS 11.6

Shots Tar (All M):  4.2 VS 3.5
Shots Tar (Last 5):  4.0 VS 3.0
Shots Tar (AHR):  3.9 VS 3.5

HT Gs (All M)):  0.2 VS 0.4
HT Gs (Last 5):  0.4 VS 0.4
HT Gs (AHR):  0.0 VS 0.4
FT Gs (All M)):  1.1 VS 1.4
FT Gs (Last 5):  1.4 VS 1.2
FT Gs (AHR):  0.9 VS 1.4

Scored at least 1 Goal (All M):  0.75 VS 0.88
Average conceded per match (All M): 2.0 VS 1.38
Scored at least 1 Goal (Last 5)):  0.8 VS 0.8
Scored at least 1 Goal (AHR):  0.71 VS 0.88
"
2,2024-12-26,Coventry,Plymouth,"2,41","0,77","Action: Draw no bet 1X 
","Home: Coventry, Away: Plymouth
Pts (All M): 24 VS 18
Pts Against Higher: 14 VS 2
Pts (Last 5): 8 VS 1
Position: 17 VS 24

BTTS (All M): 0.8 VS 0.27
Shots (All M):  17.7 VS 7.6
Shots (Last 5):  17.2 VS 6.8
Shots (AHR):  17.7 VS 7.8

Shots Tar (All M):  6.4 VS 2.0
Shots Tar (Last 5):  6.4 VS 2.4
Shots Tar (AHR):  6.4 VS 2.0

HT Gs (All M)):  0.7 VS 0.3
HT Gs (Last 5):  0.4 VS 0.4
HT Gs (AHR):  0.7 VS 0.3
FT Gs (All M)):  1.8 VS 0.3
FT Gs (Last 5):  2.0 VS 0.4
FT Gs (AHR):  1.8 VS 0.3

Scored at least 1 Goal (All M):  0.9 VS 0.27
Average conceded per match (All M): 1.6 VS 2.64
Scored at least 1 Goal (Last 5)):  1.0 VS 0.4
Scored at least 1 Goal (AHR):  0.9 VS 0.3
"
12,2024-12-26,AFC Wimbledon,Swindon,"2,08","0,68","Action: Draw no bet 1X 
","Home: AFC Wimbledon, Away: Swindon
Pts (All M): 33 VS 19
Pts Against Higher: 14 VS 2
Pts (Last 5): 5 VS 1
Position: 6 VS 22

BTTS (All M): 0.3 VS 0.73
Shots (All M):  14.1 VS 9.6
Shots (Last 5):  12.6 VS 8.2
Shots (AHR):  13.6 VS 6.3

Shots Tar (All M):  5.3 VS 2.4
Shots Tar (Last 5):  4.2 VS 2.0
Shots Tar (AHR):  5.0 VS 1.7

HT Gs (All M)):  1.1 VS 0.4
HT Gs (Last 5):  0.6 VS 0.4
HT Gs (AHR):  1.0 VS 0.0
FT Gs (All M)):  2.0 VS 1.0
FT Gs (Last 5):  1.0 VS 0.8
FT Gs (AHR):  1.6 VS 0.7

Scored at least 1 Goal (All M):  0.8 VS 0.73
Average conceded per match (All M): 0.8 VS 1.73
Scored at least 1 Goal (Last 5)):  0.6 VS 0.6
Scored at least 1 Goal (AHR):  0.75 VS 0.67
"
42,2024-12-26,Spezia,Mantova,"2,13","0,37","Action: Draw no bet 1X 
","Home: Spezia, Away: Mantova
Pts (All M): 37 VS 22
Pts Against Higher: 10 VS 0
Pts (Last 5): 13 VS 3
Position: 2 VS 11

BTTS (All M): 0.38 VS 0.56
Shots (All M):  14.2 VS 12.2
Shots (Last 5):  14.4 VS 11.8
Shots (AHR):  13.5 VS 12.5

Shots Tar (All M):  5.8 VS 3.9
Shots Tar (Last 5):  5.2 VS 4.6
Shots Tar (AHR):  5.5 VS 3.0

HT Gs (All M)):  1.0 VS 0.2
HT Gs (Last 5):  1.4 VS 0.4
HT Gs (AHR):  0.5 VS 0.0
FT Gs (All M)):  2.2 VS 1.0
FT Gs (Last 5):  2.0 VS 1.0
FT Gs (AHR):  1.8 VS 0.5

Scored at least 1 Goal (All M):  0.88 VS 0.56
Average conceded per match (All M): 0.5 VS 1.78
Scored at least 1 Goal (Last 5)):  0.8 VS 0.6
Scored at least 1 Goal (AHR):  0.75 VS 0.25
"
49,2024-12-26,Celtic,Motherwell,"2,85","1,00","Action: Draw no bet 1X 
","Home: Celtic, Away: Motherwell
Pts (All M): 44 VS 26
Pts Against Higher: 16 VS 6
Pts (Last 5): 13 VS 9
Position: 1 VS 4

BTTS (All M): 0.14 VS 0.88
Shots (All M):  22.0 VS 11.9
Shots (Last 5):  24.0 VS 12.2
Shots (AHR):  21.5 VS 12.4

Shots Tar (All M):  7.4 VS 4.0
Shots Tar (Last 5):  7.6 VS 4.2
Shots Tar (AHR):  7.2 VS 3.6

HT Gs (All M)):  1.7 VS 0.5
HT Gs (Last 5):  1.6 VS 0.4
HT Gs (AHR):  1.2 VS 0.6
FT Gs (All M)):  3.0 VS 1.4
FT Gs (Last 5):  2.8 VS 1.4
FT Gs (AHR):  2.7 VS 1.2

Scored at least 1 Goal (All M):  1.0 VS 1.0
Average conceded per match (All M): 0.29 VS 1.62
Scored at least 1 Goal (Last 5)):  1.0 VS 1.0
Scored at least 1 Goal (AHR):  1.0 VS 1.0
"
50,2024-12-26,Dundee,Ross County,"4,02","0,81","Action: Draw no bet 1X , O1.5 
","Home: Dundee, Away: Ross County
Pts (All M): 19 VS 15
Pts Against Higher: 13 VS 3
Pts (Last 5): 9 VS 1
Position: 7 VS 11

BTTS (All M): 1.0 VS 0.25
Shots (All M):  12.5 VS 8.5
Shots (Last 5):  12.2 VS 7.6
Shots (AHR):  12.5 VS 8.7

Shots Tar (All M):  4.9 VS 2.0
Shots Tar (Last 5):  4.4 VS 1.8
Shots Tar (AHR):  4.9 VS 2.1

HT Gs (All M)):  1.5 VS 0.2
HT Gs (Last 5):  1.4 VS 0.2
HT Gs (AHR):  1.5 VS 0.3
FT Gs (All M)):  2.5 VS 0.2
FT Gs (Last 5):  2.8 VS 0.2
FT Gs (AHR):  2.5 VS 0.3

Scored at least 1 Goal (All M):  1.0 VS 0.25
Average conceded per match (All M): 1.75 VS 2.62
Scored at least 1 Goal (Last 5)):  1.0 VS 0.2
Scored at least 1 Goal (AHR):  1.0 VS 0.29
"
34,2024-12-26,Wrexham,Blackpool,"2,75","1,79","Action: O1.5 
","Home: Wrexham, Away: Blackpool
Pts (All M): 42 VS 27
Pts Against Higher: 19 VS 3
Pts (Last 5): 13 VS 9
Position: 3 VS 11

BTTS (All M): 0.36 VS 0.55
Shots (All M):  12.4 VS 11.4
Shots (Last 5):  12.0 VS 10.8
Shots (AHR):  11.4 VS 11.0

Shots Tar (All M):  4.6 VS 4.2
Shots Tar (Last 5):  4.0 VS 4.2
Shots Tar (AHR):  4.3 VS 3.0

HT Gs (All M)):  1.2 VS 1.1
HT Gs (Last 5):  0.8 VS 0.8
HT Gs (AHR):  1.0 VS 2.0
FT Gs (All M)):  2.1 VS 1.6
FT Gs (Last 5):  1.6 VS 1.6
FT Gs (AHR):  1.7 VS 2.0

Scored at least 1 Goal (All M):  0.91 VS 0.82
Average conceded per match (All M): 0.55 VS 1.82
Scored at least 1 Goal (Last 5)):  1.0 VS 0.8
Scored at least 1 Goal (AHR):  0.86 VS 1.0
"
0,2024-12-26,Blackburn,Sunderland,"0,42","0,85",No decision Made,"Home: Blackburn, Away: Sunderland
Pts (All M): 37 VS 43
Pts Against Higher: 4 VS 1
Pts (Last 5): 7 VS 6
Position: 5 VS 4

BTTS (All M): 0.2 VS 0.55
Shots (All M):  13.0 VS 11.9
Shots (Last 5):  13.0 VS 11.2
Shots (AHR):  9.3 VS 14.0

Shots Tar (All M):  4.7 VS 3.9
Shots Tar (Last 5):  3.6 VS 3.2
Shots Tar (AHR):  1.3 VS 4.3

HT Gs (All M)):  0.7 VS 0.5
HT Gs (Last 5):  0.6 VS 0.4
HT Gs (AHR):  0.3 VS 0.3
FT Gs (All M)):  1.5 VS 1.4
FT Gs (Last 5):  0.6 VS 0.8
FT Gs (AHR):  0.3 VS 0.7

Scored at least 1 Goal (All M):  0.7 VS 0.73
Average conceded per match (All M): 0.7 VS 1.0
Scored at least 1 Goal (Last 5)):  0.4 VS 0.4
Scored at least 1 Goal (AHR):  0.33 VS 0.67
"
