,Date,Home Team,Away Team,Prediction 1,Prediction 2,Decision,Stats
23,2025-02-08,Wrexham,Leyton Orient,"1,63","0,93",No decision Made,"Home: Wrexham, Away: Leyton Orient
Pts (All M): 55 VS 44
Pts Against Higher: 11 VS 3
Pts (Last 5): 11 VS 14
Position: 3 VS 9

BTTS (All M): 0.5 VS 0.31
Shots (All M):  12.8 VS 8.5
Shots (Last 5):  13.3 VS 9.5
Shots (AHR):  11.4 VS 6.0

Shots Tar (All M):  4.7 VS 3.5
Shots Tar (Last 5):  4.7 VS 4.7
Shots Tar (AHR):  5.6 VS 3.5

HT Gs (All M)):  0.9 VS 0.9
HT Gs (Last 5):  0.5 VS 1.5
HT Gs (AHR):  1.0 VS 1.0
FT Gs (All M)):  1.9 VS 1.6
FT Gs (Last 5):  1.7 VS 2.5
FT Gs (AHR):  1.6 VS 2.0

Scored at least 1 Goal (All M):  0.94 VS 0.54
Average conceded per match (All M): 0.75 VS 1.15
Scored at least 1 Goal (Last 5)):  1.0 VS 0.67
Scored at least 1 Goal (AHR):  0.8 VS 0.5
"
24,2025-02-08,Cosenza,Carrarese,"1,07","1,12",No decision Made,"Home: Cosenza, Away: Carrarese
Pts (All M): 22 VS 27
Pts Against Higher: 11 VS 6
Pts (Last 5): 4 VS 2
Position: 19 VS 15

BTTS (All M): 0.5 VS 0.58
Shots (All M):  17.4 VS 10.0
Shots (Last 5):  17.0 VS 11.3
Shots (AHR):  17.9 VS 10.0

Shots Tar (All M):  4.7 VS 3.6
Shots Tar (Last 5):  4.3 VS 3.7
Shots Tar (AHR):  5.0 VS 3.6

HT Gs (All M)):  0.5 VS 0.3
HT Gs (Last 5):  0.5 VS 0.3
HT Gs (AHR):  0.5 VS 0.3
FT Gs (All M)):  0.8 VS 0.8
FT Gs (Last 5):  0.8 VS 0.7
FT Gs (AHR):  0.8 VS 0.8

Scored at least 1 Goal (All M):  0.58 VS 0.67
Average conceded per match (All M): 1.0 VS 1.75
Scored at least 1 Goal (Last 5)):  0.67 VS 0.67
Scored at least 1 Goal (AHR):  0.6 VS 0.67
"
25,2025-02-08,Frosinone,Catanzaro,"0,83","1,72",No decision Made,"Home: Frosinone, Away: Catanzaro
Pts (All M): 21 VS 35
Pts Against Higher: 7 VS 14
Pts (Last 5): 7 VS 10
Position: 20 VS 5

BTTS (All M): 0.42 VS 0.64
Shots (All M):  13.8 VS 11.0
Shots (Last 5):  12.0 VS 12.2
Shots (AHR):  12.4 VS 11.0

Shots Tar (All M):  4.5 VS 3.7
Shots Tar (Last 5):  4.0 VS 4.5
Shots Tar (AHR):  3.6 VS 3.7

HT Gs (All M)):  0.4 VS 0.4
HT Gs (Last 5):  0.7 VS 0.7
HT Gs (AHR):  0.5 VS 0.4
FT Gs (All M)):  0.8 VS 1.2
FT Gs (Last 5):  1.2 VS 2.0
FT Gs (AHR):  0.8 VS 1.2

Scored at least 1 Goal (All M):  0.5 VS 0.64
Average conceded per match (All M): 1.5 VS 1.18
Scored at least 1 Goal (Last 5)):  0.67 VS 1.0
Scored at least 1 Goal (AHR):  0.5 VS 0.64
"
26,2025-02-08,Mantova,Sassuolo,"1,49","1,53",No decision Made,"Home: Mantova, Away: Sassuolo
Pts (All M): 28 VS 55
Pts Against Higher: 3 VS 18
Pts (Last 5): 8 VS 12
Position: 11 VS 1

BTTS (All M): 0.45 VS 0.67
Shots (All M):  12.8 VS 12.8
Shots (Last 5):  13.5 VS 12.2
Shots (AHR):  15.5 VS 12.7

Shots Tar (All M):  4.6 VS 4.8
Shots Tar (Last 5):  4.7 VS 4.3
Shots Tar (AHR):  5.0 VS 4.9

HT Gs (All M)):  0.5 VS 0.8
HT Gs (Last 5):  0.7 VS 0.8
HT Gs (AHR):  0.5 VS 0.8
FT Gs (All M)):  1.3 VS 1.8
FT Gs (Last 5):  1.3 VS 1.5
FT Gs (AHR):  1.5 VS 1.8

Scored at least 1 Goal (All M):  0.73 VS 1.0
Average conceded per match (All M): 1.0 VS 1.08
Scored at least 1 Goal (Last 5)):  0.67 VS 1.0
Scored at least 1 Goal (AHR):  1.0 VS 1.0
"
28,2025-02-08,Sampdoria,Modena,"0,86","0,96",No decision Made,"Home: Sampdoria, Away: Modena
Pts (All M): 25 VS 30
Pts Against Higher: 6 VS 10
Pts (Last 5): 6 VS 7
Position: 16 VS 10

BTTS (All M): 0.33 VS 0.58
Shots (All M):  14.2 VS 10.4
Shots (Last 5):  14.5 VS 12.0
Shots (AHR):  13.0 VS 10.4

Shots Tar (All M):  4.4 VS 3.7
Shots Tar (Last 5):  4.7 VS 4.3
Shots Tar (AHR):  4.3 VS 3.7

HT Gs (All M)):  0.4 VS 0.8
HT Gs (Last 5):  0.5 VS 1.0
HT Gs (AHR):  0.3 VS 0.8
FT Gs (All M)):  0.8 VS 1.1
FT Gs (Last 5):  1.0 VS 1.2
FT Gs (AHR):  0.7 VS 1.1

Scored at least 1 Goal (All M):  0.58 VS 0.67
Average conceded per match (All M): 0.92 VS 1.5
Scored at least 1 Goal (Last 5)):  0.67 VS 0.67
Scored at least 1 Goal (AHR):  0.44 VS 0.67
"
30,2025-02-08,Dender,St Truiden,"1,01","0,87",No decision Made,"Home: Dender, Away: St Truiden
Pts (All M): 28 VS 23
Pts Against Higher: 10 VS 4
Pts (Last 5): 5 VS 3
Position: 11 VS 14

BTTS (All M): 0.5 VS 0.67
Shots (All M):  8.3 VS 11.5
Shots (Last 5):  7.7 VS 11.8
Shots (AHR):  8.0 VS 11.0

Shots Tar (All M):  2.8 VS 3.8
Shots Tar (Last 5):  2.2 VS 3.2
Shots Tar (AHR):  2.5 VS 3.2

HT Gs (All M)):  0.5 VS 0.3
HT Gs (Last 5):  0.3 VS 0.2
HT Gs (AHR):  0.4 VS 0.2
FT Gs (All M)):  1.0 VS 1.1
FT Gs (Last 5):  0.8 VS 0.8
FT Gs (AHR):  0.7 VS 0.9

Scored at least 1 Goal (All M):  0.67 VS 0.75
Average conceded per match (All M): 1.33 VS 2.33
Scored at least 1 Goal (Last 5)):  0.67 VS 0.67
Scored at least 1 Goal (AHR):  0.64 VS 0.7
"
32,2025-02-09,Casa Pia,Estrela,"2,00","0,67","Action: Draw no bet 1X  , Risky Double Chance 1X
","Home: Casa Pia, Away: Estrela
Pts (All M): 30 VS 17
Pts Against Higher: 16 VS 2
Pts (Last 5): 12 VS 2
Position: 6 VS 16

BTTS (All M): 0.7 VS 0.33
Shots (All M):  11.2 VS 8.7
Shots (Last 5):  10.3 VS 9.3
Shots (AHR):  10.8 VS 6.3

Shots Tar (All M):  3.9 VS 2.7
Shots Tar (Last 5):  4.0 VS 2.7
Shots Tar (AHR):  3.9 VS 2.3

HT Gs (All M)):  0.8 VS 0.2
HT Gs (Last 5):  1.2 VS 0.3
HT Gs (AHR):  0.9 VS 0.2
FT Gs (All M)):  1.4 VS 0.3
FT Gs (Last 5):  1.7 VS 0.3
FT Gs (AHR):  1.6 VS 0.3

Scored at least 1 Goal (All M):  0.8 VS 0.33
Average conceded per match (All M): 1.0 VS 1.67
Scored at least 1 Goal (Last 5)):  1.0 VS 0.33
Scored at least 1 Goal (AHR):  0.89 VS 0.33
"
35,2025-02-09,Sp Braga,Gil Vicente,"2,97","0,53","Action: Draw no bet 1X  , Risky Double Chance 1X
","Home: Sp Braga, Away: Gil Vicente
Pts (All M): 37 VS 22
Pts Against Higher: 8 VS 2
Pts (Last 5): 8 VS 4
Position: 4 VS 12

BTTS (All M): 0.6 VS 0.5
Shots (All M):  14.4 VS 7.9
Shots (Last 5):  14.8 VS 8.0
Shots (AHR):  14.0 VS 7.3

Shots Tar (All M):  5.6 VS 2.4
Shots Tar (Last 5):  5.7 VS 1.8
Shots Tar (AHR):  5.7 VS 2.3

HT Gs (All M)):  1.0 VS 0.3
HT Gs (Last 5):  1.2 VS 0.3
HT Gs (AHR):  1.0 VS 0.3
FT Gs (All M)):  2.1 VS 0.7
FT Gs (Last 5):  2.2 VS 0.8
FT Gs (AHR):  2.1 VS 0.5

Scored at least 1 Goal (All M):  0.9 VS 0.6
Average conceded per match (All M): 1.5 VS 2.0
Scored at least 1 Goal (Last 5)):  1.0 VS 0.67
Scored at least 1 Goal (AHR):  0.86 VS 0.5
"
33,2025-02-09,Estoril,Boavista,"0,93","0,84",No decision Made,"Home: Estoril, Away: Boavista
Pts (All M): 27 VS 12
Pts Against Higher: 15 VS 4
Pts (Last 5): 11 VS 5
Position: 8 VS 18

BTTS (All M): 0.4 VS 0.4
Shots (All M):  10.7 VS 7.7
Shots (Last 5):  12.5 VS 8.5
Shots (AHR):  10.7 VS 6.1

Shots Tar (All M):  3.7 VS 2.8
Shots Tar (Last 5):  4.7 VS 3.0
Shots Tar (AHR):  3.7 VS 2.4

HT Gs (All M)):  0.8 VS 0.3
HT Gs (Last 5):  1.0 VS 0.2
HT Gs (AHR):  0.8 VS 0.1
FT Gs (All M)):  1.1 VS 0.9
FT Gs (Last 5):  1.5 VS 1.0
FT Gs (AHR):  1.1 VS 0.7

Scored at least 1 Goal (All M):  0.6 VS 0.5
Average conceded per match (All M): 1.3 VS 1.7
Scored at least 1 Goal (Last 5)):  0.67 VS 0.5
Scored at least 1 Goal (AHR):  0.6 VS 0.43
"
34,2025-02-09,Farense,Nacional,"0,87","0,42",No decision Made,"Home: Farense, Away: Nacional
Pts (All M): 15 VS 19
Pts Against Higher: 7 VS 3
Pts (Last 5): 7 VS 1
Position: 17 VS 14

BTTS (All M): 0.44 VS 0.4
Shots (All M):  11.2 VS 12.0
Shots (Last 5):  11.8 VS 12.8
Shots (AHR):  11.2 VS 12.0

Shots Tar (All M):  2.8 VS 3.1
Shots Tar (Last 5):  2.8 VS 3.5
Shots Tar (AHR):  2.8 VS 3.1

HT Gs (All M)):  0.3 VS 0.3
HT Gs (Last 5):  0.5 VS 0.3
HT Gs (AHR):  0.3 VS 0.3
FT Gs (All M)):  0.8 VS 0.5
FT Gs (Last 5):  1.0 VS 0.7
FT Gs (AHR):  0.8 VS 0.5

Scored at least 1 Goal (All M):  0.67 VS 0.4
Average conceded per match (All M): 1.67 VS 1.4
Scored at least 1 Goal (Last 5)):  0.83 VS 0.5
Scored at least 1 Goal (AHR):  0.67 VS 0.4
"
