,Date,Home Team,Away Team,Prediction 1,Prediction 2,Decision,Stats
31,2025-02-08,Genk,Cercle Brugge,"2,45","0,81","Action: Draw no bet 1X  , Risky Double Chance 1X
","Home: Genk, Away: Cercle Brugge
Pts (All M): 54 VS 29
Pts Against Higher: 22 VS 4
Pts (Last 5): 18 VS 6
Position: 1 VS 9

BTTS (All M): 0.33 VS 0.5
Shots (All M):  16.6 VS 11.5
Shots (Last 5):  15.3 VS 12.3
Shots (AHR):  17.0 VS 12.4

Shots Tar (All M):  6.2 VS 4.2
Shots Tar (Last 5):  5.8 VS 4.5
Shots Tar (AHR):  6.4 VS 4.4

HT Gs (All M)):  0.7 VS 0.5
HT Gs (Last 5):  0.7 VS 0.8
HT Gs (AHR):  0.4 VS 0.0
FT Gs (All M)):  2.2 VS 0.8
FT Gs (Last 5):  2.2 VS 1.0
FT Gs (AHR):  2.2 VS 0.8

Scored at least 1 Goal (All M):  0.92 VS 0.58
Average conceded per match (All M): 0.58 VS 1.67
Scored at least 1 Goal (Last 5)):  1.0 VS 0.83
Scored at least 1 Goal (AHR):  0.88 VS 0.4
"
0,2025-02-08,Darmstadt,Elversberg,"1,15","1,79",No decision Made,"Home: Darmstadt, Away: Elversberg
Pts (All M): 25 VS 29
Pts Against Higher: 7 VS 8
Pts (Last 5): 11 VS 10
Position: 12 VS 9

BTTS (All M): 0.7 VS 0.33
Shots (All M):  14.5 VS 12.3
Shots (Last 5):  13.8 VS 12.7
Shots (AHR):  14.5 VS 10.5

Shots Tar (All M):  5.5 VS 4.9
Shots Tar (Last 5):  5.3 VS 5.3
Shots Tar (AHR):  7.0 VS 4.5

HT Gs (All M)):  0.9 VS 0.3
HT Gs (Last 5):  1.0 VS 0.3
HT Gs (AHR):  1.0 VS 0.5
FT Gs (All M)):  1.7 VS 1.3
FT Gs (Last 5):  2.3 VS 1.7
FT Gs (AHR):  2.0 VS 1.3

Scored at least 1 Goal (All M):  0.7 VS 0.56
Average conceded per match (All M): 1.1 VS 0.78
Scored at least 1 Goal (Last 5)):  0.67 VS 0.67
Scored at least 1 Goal (AHR):  0.67 VS 0.5
"
2,2025-02-08,Magdeburg,Nurnberg,"1,28","1,48",No decision Made,"Home: Magdeburg, Away: Nurnberg
Pts (All M): 35 VS 28
Pts Against Higher: 3 VS 1
Pts (Last 5): 4 VS 4
Position: 3 VS 10

BTTS (All M): 0.67 VS 0.8
Shots (All M):  15.9 VS 13.4
Shots (Last 5):  15.8 VS 15.0
Shots (AHR):  16.8 VS 14.2

Shots Tar (All M):  5.2 VS 5.9
Shots Tar (Last 5):  4.8 VS 6.3
Shots Tar (AHR):  4.8 VS 5.8

HT Gs (All M)):  0.7 VS 0.8
HT Gs (Last 5):  0.5 VS 1.0
HT Gs (AHR):  0.2 VS 0.2
FT Gs (All M)):  1.0 VS 1.5
FT Gs (Last 5):  0.8 VS 1.7
FT Gs (AHR):  0.8 VS 1.0

Scored at least 1 Goal (All M):  0.67 VS 0.9
Average conceded per match (All M): 1.56 VS 1.9
Scored at least 1 Goal (Last 5)):  0.67 VS 1.0
Scored at least 1 Goal (AHR):  0.5 VS 0.75
"
3,2025-02-08,Ulm,Paderborn,"0,96","1,54",No decision Made,"Home: Ulm, Away: Paderborn
Pts (All M): 17 VS 31
Pts Against Higher: 1 VS 17
Pts (Last 5): 9 VS 11
Position: 16 VS 7

BTTS (All M): 0.78 VS 0.8
Shots (All M):  14.6 VS 12.7
Shots (Last 5):  14.3 VS 11.8
Shots (AHR):  14.8 VS 12.7

Shots Tar (All M):  5.0 VS 4.9
Shots Tar (Last 5):  5.2 VS 4.2
Shots Tar (AHR):  4.5 VS 4.9

HT Gs (All M)):  0.9 VS 0.4
HT Gs (Last 5):  1.2 VS 0.3
HT Gs (AHR):  0.5 VS 0.4
FT Gs (All M)):  1.4 VS 1.6
FT Gs (Last 5):  1.7 VS 1.3
FT Gs (AHR):  0.8 VS 1.6

Scored at least 1 Goal (All M):  0.78 VS 0.9
Average conceded per match (All M): 1.22 VS 1.4
Scored at least 1 Goal (Last 5)):  0.67 VS 0.83
Scored at least 1 Goal (AHR):  0.75 VS 0.9
"
4,2025-02-08,Accrington,AFC Wimbledon,"0,78","1,80",No decision Made,"Home: Accrington, Away: AFC Wimbledon
Pts (All M): 29 VS 48
Pts Against Higher: 5 VS 18
Pts (Last 5): 5 VS 11
Position: 21 VS 6

BTTS (All M): 0.54 VS 0.31
Shots (All M):  9.6 VS 12.2
Shots (Last 5):  8.2 VS 12.7
Shots (AHR):  7.5 VS 12.2

Shots Tar (All M):  3.3 VS 3.9
Shots Tar (Last 5):  3.3 VS 3.8
Shots Tar (AHR):  2.7 VS 3.9

HT Gs (All M)):  0.8 VS 0.4
HT Gs (Last 5):  0.7 VS 0.7
HT Gs (AHR):  0.5 VS 0.4
FT Gs (All M)):  1.2 VS 1.1
FT Gs (Last 5):  1.0 VS 1.3
FT Gs (AHR):  0.8 VS 1.1

Scored at least 1 Goal (All M):  0.62 VS 0.54
Average conceded per match (All M): 1.46 VS 0.85
Scored at least 1 Goal (Last 5)):  0.5 VS 0.67
Scored at least 1 Goal (AHR):  0.33 VS 0.54
"
5,2025-02-08,Barrow,Gillingham,"1,40","0,54",No decision Made,"Home: Barrow, Away: Gillingham
Pts (All M): 31 VS 32
Pts Against Higher: 22 VS 9
Pts (Last 5): 7 VS 5
Position: 18 VS 17

BTTS (All M): 0.5 VS 0.38
Shots (All M):  11.1 VS 9.8
Shots (Last 5):  10.7 VS 9.7
Shots (AHR):  11.2 VS 9.5

Shots Tar (All M):  4.8 VS 2.4
Shots Tar (Last 5):  4.5 VS 2.2
Shots Tar (AHR):  4.8 VS 2.4

HT Gs (All M)):  0.8 VS 0.4
HT Gs (Last 5):  1.0 VS 0.3
HT Gs (AHR):  0.8 VS 0.4
FT Gs (All M)):  1.5 VS 0.6
FT Gs (Last 5):  1.5 VS 0.7
FT Gs (AHR):  1.6 VS 0.5

Scored at least 1 Goal (All M):  0.86 VS 0.62
Average conceded per match (All M): 1.07 VS 1.0
Scored at least 1 Goal (Last 5)):  0.83 VS 0.67
Scored at least 1 Goal (AHR):  0.92 VS 0.55
"
7,2025-02-08,Colchester,Walsall,"0,66","1,50",No decision Made,"Home: Colchester, Away: Walsall
Pts (All M): 37 VS 59
Pts Against Higher: 2 VS 19
Pts (Last 5): 11 VS 12
Position: 13 VS 1

BTTS (All M): 0.36 VS 0.23
Shots (All M):  14.1 VS 13.2
Shots (Last 5):  12.8 VS 12.0
Shots (AHR):  12.0 VS 12.3

Shots Tar (All M):  4.6 VS 4.5
Shots Tar (Last 5):  3.8 VS 4.7
Shots Tar (AHR):  2.5 VS 4.4

HT Gs (All M)):  0.6 VS 0.3
HT Gs (Last 5):  0.8 VS 0.2
HT Gs (AHR):  0.0 VS 0.3
FT Gs (All M)):  1.2 VS 1.4
FT Gs (Last 5):  1.3 VS 1.0
FT Gs (AHR):  1.0 VS 1.6

Scored at least 1 Goal (All M):  0.71 VS 0.62
Average conceded per match (All M): 0.71 VS 0.85
Scored at least 1 Goal (Last 5)):  0.67 VS 0.67
Scored at least 1 Goal (AHR):  1.0 VS 0.7
"
9,2025-02-08,Fleetwood Town,Cheltenham,"1,55","1,24",No decision Made,"Home: Fleetwood Town, Away: Cheltenham
Pts (All M): 36 VS 38
Pts Against Higher: 17 VS 7
Pts (Last 5): 11 VS 4
Position: 15 VS 12

BTTS (All M): 0.47 VS 0.69
Shots (All M):  12.6 VS 8.9
Shots (Last 5):  10.7 VS 9.2
Shots (AHR):  10.1 VS 8.9

Shots Tar (All M):  4.0 VS 3.1
Shots Tar (Last 5):  4.0 VS 2.8
Shots Tar (AHR):  3.3 VS 3.1

HT Gs (All M)):  0.8 VS 0.6
HT Gs (Last 5):  0.8 VS 0.7
HT Gs (AHR):  1.0 VS 0.7
FT Gs (All M)):  1.1 VS 1.2
FT Gs (Last 5):  1.5 VS 1.0
FT Gs (AHR):  1.3 VS 1.4

Scored at least 1 Goal (All M):  0.73 VS 0.77
Average conceded per match (All M): 0.93 VS 1.54
Scored at least 1 Goal (Last 5)):  1.0 VS 0.5
Scored at least 1 Goal (AHR):  0.78 VS 0.89
"
10,2025-02-08,Grimsby,Carlisle,"1,43","1,14",No decision Made,"Home: Grimsby, Away: Carlisle
Pts (All M): 42 VS 21
Pts Against Higher: 20 VS 4
Pts (Last 5): 11 VS 5
Position: 9 VS 24

BTTS (All M): 0.64 VS 0.43
Shots (All M):  11.4 VS 11.0
Shots (Last 5):  12.7 VS 13.8
Shots (AHR):  11.4 VS 8.4

Shots Tar (All M):  3.9 VS 3.4
Shots Tar (Last 5):  4.0 VS 4.3
Shots Tar (AHR):  3.9 VS 3.1

HT Gs (All M)):  0.7 VS 0.2
HT Gs (Last 5):  1.0 VS 0.3
HT Gs (AHR):  0.7 VS 0.1
FT Gs (All M)):  1.5 VS 0.8
FT Gs (Last 5):  2.0 VS 0.8
FT Gs (AHR):  1.5 VS 0.7

Scored at least 1 Goal (All M):  0.79 VS 0.57
Average conceded per match (All M): 1.64 VS 1.64
Scored at least 1 Goal (Last 5)):  0.83 VS 0.5
Scored at least 1 Goal (AHR):  0.79 VS 0.57
"
11,2025-02-08,Milton Keynes Dons,Bromley,"1,52","0,98",No decision Made,"Home: Milton Keynes Dons, Away: Bromley
Pts (All M): 38 VS 35
Pts Against Higher: 15 VS 8
Pts (Last 5): 5 VS 10
Position: 11 VS 16

BTTS (All M): 0.5 VS 0.5
Shots (All M):  11.5 VS 10.0
Shots (Last 5):  12.3 VS 7.2
Shots (AHR):  12.0 VS 10.1

Shots Tar (All M):  4.6 VS 3.5
Shots Tar (Last 5):  3.3 VS 3.3
Shots Tar (AHR):  5.0 VS 3.1

HT Gs (All M)):  0.8 VS 0.5
HT Gs (Last 5):  0.3 VS 0.8
HT Gs (AHR):  0.7 VS 0.3
FT Gs (All M)):  1.3 VS 1.2
FT Gs (Last 5):  0.5 VS 1.5
FT Gs (AHR):  1.2 VS 0.8

Scored at least 1 Goal (All M):  0.69 VS 0.79
Average conceded per match (All M): 0.94 VS 1.21
Scored at least 1 Goal (Last 5)):  0.33 VS 0.83
Scored at least 1 Goal (AHR):  0.64 VS 0.7
"
14,2025-02-08,Swindon,Port Vale,"0,81","1,01",No decision Made,"Home: Swindon, Away: Port Vale
Pts (All M): 37 VS 48
Pts Against Higher: 4 VS 15
Pts (Last 5): 16 VS 6
Position: 14 VS 4

BTTS (All M): 0.57 VS 0.4
Shots (All M):  13.4 VS 11.5
Shots (Last 5):  16.0 VS 10.7
Shots (AHR):  13.2 VS 10.1

Shots Tar (All M):  3.4 VS 3.6
Shots Tar (Last 5):  4.0 VS 3.2
Shots Tar (AHR):  3.2 VS 3.6

HT Gs (All M)):  0.9 VS 0.4
HT Gs (Last 5):  1.0 VS 0.3
HT Gs (AHR):  0.6 VS 0.4
FT Gs (All M)):  1.6 VS 1.1
FT Gs (Last 5):  2.3 VS 0.8
FT Gs (AHR):  1.0 VS 1.0

Scored at least 1 Goal (All M):  0.71 VS 0.73
Average conceded per match (All M): 1.36 VS 1.07
Scored at least 1 Goal (Last 5)):  0.83 VS 0.67
Scored at least 1 Goal (AHR):  0.6 VS 0.78
"
16,2025-02-08,Burton,Blackpool,"1,56","2,10",No decision Made,"Home: Burton, Away: Blackpool
Pts (All M): 25 VS 38
Pts Against Higher: 7 VS 24
Pts (Last 5): 7 VS 11
Position: 21 VS 13

BTTS (All M): 0.53 VS 0.56
Shots (All M):  9.3 VS 11.4
Shots (Last 5):  9.5 VS 12.2
Shots (AHR):  8.8 VS 11.4

Shots Tar (All M):  3.2 VS 4.1
Shots Tar (Last 5):  3.7 VS 4.7
Shots Tar (AHR):  2.9 VS 4.1

HT Gs (All M)):  0.9 VS 1.1
HT Gs (Last 5):  1.3 VS 1.2
HT Gs (AHR):  0.9 VS 1.1
FT Gs (All M)):  1.2 VS 1.6
FT Gs (Last 5):  1.7 VS 1.7
FT Gs (AHR):  1.3 VS 1.6

Scored at least 1 Goal (All M):  0.6 VS 0.81
Average conceded per match (All M): 1.67 VS 1.5
Scored at least 1 Goal (Last 5)):  0.67 VS 0.83
Scored at least 1 Goal (AHR):  0.56 VS 0.81
"
17,2025-02-08,Charlton,Stevenage,"1,34","1,28",No decision Made,"Home: Charlton, Away: Stevenage
Pts (All M): 44 VS 40
Pts Against Higher: 15 VS 6
Pts (Last 5): 14 VS 9
Position: 7 VS 11

BTTS (All M): 0.5 VS 0.25
Shots (All M):  12.1 VS 10.6
Shots (Last 5):  13.5 VS 10.8
Shots (AHR):  12.1 VS 11.3

Shots Tar (All M):  4.5 VS 3.7
Shots Tar (Last 5):  5.0 VS 3.5
Shots Tar (AHR):  4.8 VS 4.7

HT Gs (All M)):  0.4 VS 0.2
HT Gs (Last 5):  0.7 VS 0.3
HT Gs (AHR):  0.2 VS 0.7
FT Gs (All M)):  1.2 VS 0.6
FT Gs (Last 5):  1.2 VS 0.7
FT Gs (AHR):  1.2 VS 1.7

Scored at least 1 Goal (All M):  0.86 VS 0.42
Average conceded per match (All M): 0.71 VS 0.83
Scored at least 1 Goal (Last 5)):  0.67 VS 0.33
Scored at least 1 Goal (AHR):  0.88 VS 1.0
"
18,2025-02-08,Huddersfield,Reading,"1,31","0,29",No decision Made,"Home: Huddersfield, Away: Reading
Pts (All M): 48 VS 44
Pts Against Higher: 9 VS 4
Pts (Last 5): 6 VS 5
Position: 5 VS 8

BTTS (All M): 0.4 VS 0.73
Shots (All M):  13.9 VS 11.1
Shots (Last 5):  14.5 VS 9.3
Shots (AHR):  11.2 VS 9.5

Shots Tar (All M):  4.7 VS 3.8
Shots Tar (Last 5):  3.7 VS 3.5
Shots Tar (AHR):  3.4 VS 3.0

HT Gs (All M)):  0.5 VS 0.7
HT Gs (Last 5):  0.2 VS 0.3
HT Gs (AHR):  0.4 VS 0.5
FT Gs (All M)):  1.2 VS 1.2
FT Gs (Last 5):  0.7 VS 1.0
FT Gs (AHR):  1.0 VS 0.9

Scored at least 1 Goal (All M):  0.73 VS 0.73
Average conceded per match (All M): 0.87 VS 1.93
Scored at least 1 Goal (Last 5)):  0.5 VS 0.5
Scored at least 1 Goal (AHR):  0.6 VS 0.62
"
19,2025-02-08,Lincoln,Cambridge,"1,75","1,07",No decision Made,"Home: Lincoln, Away: Cambridge
Pts (All M): 39 VS 22
Pts Against Higher: 21 VS 5
Pts (Last 5): 8 VS 2
Position: 12 VS 24

BTTS (All M): 0.57 VS 0.5
Shots (All M):  11.6 VS 9.8
Shots (Last 5):  11.7 VS 9.0
Shots (AHR):  11.6 VS 9.7

Shots Tar (All M):  4.6 VS 2.9
Shots Tar (Last 5):  3.8 VS 2.7
Shots Tar (AHR):  4.6 VS 3.1

HT Gs (All M)):  0.6 VS 0.4
HT Gs (Last 5):  0.5 VS 0.5
HT Gs (AHR):  0.6 VS 0.5
FT Gs (All M)):  1.5 VS 0.8
FT Gs (Last 5):  1.2 VS 1.0
FT Gs (AHR):  1.5 VS 1.0

Scored at least 1 Goal (All M):  0.64 VS 0.57
Average conceded per match (All M): 1.14 VS 2.0
Scored at least 1 Goal (Last 5)):  0.33 VS 0.67
Scored at least 1 Goal (AHR):  0.64 VS 0.7
"
22,2025-02-08,Stockport,Barnsley,"1,75","0,87",No decision Made,"Home: Stockport, Away: Barnsley
Pts (All M): 50 VS 43
Pts Against Higher: 10 VS 3
Pts (Last 5): 13 VS 9
Position: 4 VS 10

BTTS (All M): 0.4 VS 0.64
Shots (All M):  14.5 VS 11.6
Shots (Last 5):  13.0 VS 13.8
Shots (AHR):  14.8 VS 10.2

Shots Tar (All M):  5.1 VS 4.4
Shots Tar (Last 5):  4.5 VS 4.8
Shots Tar (AHR):  5.7 VS 3.2

HT Gs (All M)):  0.8 VS 0.6
HT Gs (Last 5):  0.8 VS 0.2
HT Gs (AHR):  0.8 VS 0.2
FT Gs (All M)):  1.7 VS 1.5
FT Gs (Last 5):  1.5 VS 1.5
FT Gs (AHR):  2.0 VS 0.8

Scored at least 1 Goal (All M):  0.87 VS 0.79
Average conceded per match (All M): 1.0 VS 1.29
Scored at least 1 Goal (Last 5)):  1.0 VS 0.83
Scored at least 1 Goal (AHR):  0.83 VS 0.5
"
