,Date,Home Team,Away Team,Prediction 1,Prediction 2,Decision,Stats
1,2024-12-26,Southampton,West Ham,"0,48","1,96","Action: Double Chance X2 
","Home: Southampton, Away: West Ham
Pts (All M): 6 VS 20
Pts Against Higher: 0 VS 9
Pts (Last 5): 3 VS 4
Position: 20 VS 14

BTTS (All M): 0.5 VS 0.62
Shots (All M):  8.4 VS 15.6
Shots (Last 5):  9.0 VS 15.4
Shots (AHR):  6.6 VS 15.6

Shots Tar (All M):  3.6 VS 4.2
Shots Tar (Last 5):  4.2 VS 5.0
Shots Tar (AHR):  3.4 VS 4.2

HT Gs (All M)):  0.6 VS 0.2
HT Gs (Last 5):  0.8 VS 0.4
HT Gs (AHR):  0.4 VS 0.2
FT Gs (All M)):  0.9 VS 1.1
FT Gs (Last 5):  1.2 VS 1.0
FT Gs (AHR):  0.6 VS 1.1

Scored at least 1 Goal (All M):  0.62 VS 0.88
Average conceded per match (All M): 2.62 VS 1.62
Scored at least 1 Goal (Last 5)):  0.8 VS 0.8
Scored at least 1 Goal (AHR):  0.4 VS 0.88
"
3,2024-12-26,Mechelen,Standard,"2,98","1,16","Action: O1.5 
","Home: Mechelen, Away: Standard
Pts (All M): 26 VS 24
Pts Against Higher: 8 VS 5
Pts (Last 5): 8 VS 2
Position: 7 VS 10

BTTS (All M): 0.6 VS 0.11
Shots (All M):  14.0 VS 8.8
Shots (Last 5):  14.2 VS 11.8
Shots (AHR):  14.4 VS 8.4

Shots Tar (All M):  6.2 VS 2.7
Shots Tar (Last 5):  6.2 VS 3.8
Shots Tar (AHR):  5.7 VS 3.1

HT Gs (All M)):  0.9 VS 0.2
HT Gs (Last 5):  0.4 VS 0.2
HT Gs (AHR):  0.9 VS 0.3
FT Gs (All M)):  2.4 VS 0.3
FT Gs (Last 5):  1.8 VS 0.2
FT Gs (AHR):  2.3 VS 0.4

Scored at least 1 Goal (All M):  1.0 VS 0.22
Average conceded per match (All M): 1.3 VS 1.67
Scored at least 1 Goal (Last 5)):  1.0 VS 0.2
Scored at least 1 Goal (AHR):  1.0 VS 0.29
"
0,2024-12-26,Liverpool,Leicester,"2,31","1,67","Action: U3.5 
","Home: Liverpool, Away: Leicester
Pts (All M): 39 VS 14
Pts Against Higher: 19 VS 0
Pts (Last 5): 13 VS 4
Position: 1 VS 17

BTTS (All M): 0.38 VS 0.75
Shots (All M):  15.6 VS 9.9
Shots (Last 5):  14.6 VS 11.0
Shots (AHR):  15.6 VS 5.0

Shots Tar (All M):  6.9 VS 3.8
Shots Tar (Last 5):  5.8 VS 3.8
Shots Tar (AHR):  6.9 VS 3.0

HT Gs (All M)):  0.9 VS 0.4
HT Gs (Last 5):  0.6 VS 0.2
HT Gs (AHR):  0.9 VS 0.0
FT Gs (All M)):  1.9 VS 1.2
FT Gs (Last 5):  2.0 VS 1.0
FT Gs (AHR):  1.9 VS 2.0

Scored at least 1 Goal (All M):  0.88 VS 0.75
Average conceded per match (All M): 0.62 VS 2.75
Scored at least 1 Goal (Last 5)):  1.0 VS 0.6
Scored at least 1 Goal (AHR):  0.88 VS 1.0
"
2,2024-12-26,Gent,St. Gilloise,"1,39","0,23","Action: U3.5 
","Home: Gent, Away: St. Gilloise
Pts (All M): 30 VS 28
Pts Against Higher: 7 VS 4
Pts (Last 5): 10 VS 5
Position: 5 VS 6

BTTS (All M): 0.44 VS 0.44
Shots (All M):  14.7 VS 11.7
Shots (Last 5):  13.0 VS 11.6
Shots (AHR):  15.8 VS 11.0

Shots Tar (All M):  5.7 VS 4.2
Shots Tar (Last 5):  5.0 VS 4.0
Shots Tar (AHR):  6.0 VS 4.2

HT Gs (All M)):  1.3 VS 0.3
HT Gs (Last 5):  1.2 VS 0.4
HT Gs (AHR):  1.0 VS 0.2
FT Gs (All M)):  2.1 VS 0.7
FT Gs (Last 5):  2.2 VS 0.6
FT Gs (AHR):  1.8 VS 0.4

Scored at least 1 Goal (All M):  0.89 VS 0.44
Average conceded per match (All M): 0.78 VS 1.0
Scored at least 1 Goal (Last 5)):  0.8 VS 0.6
Scored at least 1 Goal (AHR):  0.8 VS 0.4
"
4,2024-12-29,Fulham,Bournemouth,"2,29","1,85","Action: BTTS , O1.5 
","Home: Fulham, Away: Bournemouth
Pts (All M): 25 VS 28
Pts Against Higher: 7 VS 5
Pts (Last 5): 8 VS 10
Position: 9 VS 5

BTTS (All M): 0.89 VS 0.67
Shots (All M):  14.6 VS 15.1
Shots (Last 5):  12.0 VS 14.0
Shots (AHR):  10.0 VS 13.6

Shots Tar (All M):  5.6 VS 4.9
Shots Tar (Last 5):  4.8 VS 5.0
Shots Tar (AHR):  4.8 VS 4.2

HT Gs (All M)):  0.9 VS 0.6
HT Gs (Last 5):  0.6 VS 1.0
HT Gs (AHR):  1.2 VS 0.4
FT Gs (All M)):  1.6 VS 1.8
FT Gs (Last 5):  1.4 VS 2.4
FT Gs (AHR):  2.0 VS 1.4

Scored at least 1 Goal (All M):  0.89 VS 0.78
Average conceded per match (All M): 1.44 VS 1.56
Scored at least 1 Goal (Last 5)):  0.8 VS 1.0
Scored at least 1 Goal (AHR):  1.0 VS 0.8
"
5,2024-12-29,Tottenham,Wolves,"3,06","2,01","Action: BTTS , O1.5 
","Home: Tottenham, Away: Wolves
Pts (All M): 23 VS 12
Pts Against Higher: 13 VS 5
Pts (Last 5): 4 VS 7
Position: 11 VS 19

BTTS (All M): 0.78 VS 0.67
Shots (All M):  15.1 VS 11.6
Shots (Last 5):  12.6 VS 11.4
Shots (AHR):  15.1 VS 12.9

Shots Tar (All M):  5.9 VS 4.3
Shots Tar (Last 5):  4.8 VS 4.6
Shots Tar (AHR):  5.9 VS 4.7

HT Gs (All M)):  0.9 VS 0.9
HT Gs (Last 5):  0.6 VS 0.8
HT Gs (AHR):  0.9 VS 0.7
FT Gs (All M)):  2.6 VS 1.7
FT Gs (Last 5):  2.4 VS 2.0
FT Gs (AHR):  2.6 VS 1.7

Scored at least 1 Goal (All M):  0.89 VS 0.78
Average conceded per match (All M): 1.89 VS 2.22
Scored at least 1 Goal (Last 5)):  1.0 VS 0.8
Scored at least 1 Goal (AHR):  0.89 VS 0.86
"
6,2024-12-29,West Ham,Liverpool,"1,23","3,58","Action: Double Chance X2 , O1.5 
","Home: West Ham, Away: Liverpool
Pts (All M): 20 VS 39
Pts Against Higher: 0 VS 8
Pts (Last 5): 8 VS 11
Position: 14 VS 1

BTTS (All M): 0.78 VS 0.62
Shots (All M):  14.1 VS 16.4
Shots (Last 5):  13.0 VS 18.4
Shots (AHR):  12.8 VS 15.0

Shots Tar (All M):  5.2 VS 6.2
Shots Tar (Last 5):  4.4 VS 7.2
Shots Tar (AHR):  4.2 VS 6.0

HT Gs (All M)):  0.7 VS 1.1
HT Gs (Last 5):  0.4 VS 1.2
HT Gs (AHR):  1.0 VS 1.5
FT Gs (All M)):  1.4 VS 2.8
FT Gs (Last 5):  1.4 VS 3.0
FT Gs (AHR):  1.0 VS 3.5

Scored at least 1 Goal (All M):  0.78 VS 1.0
Average conceded per match (All M): 1.89 VS 1.38
Scored at least 1 Goal (Last 5)):  0.8 VS 1.0
Scored at least 1 Goal (AHR):  0.75 VS 1.0
"
8,2024-12-29,Milan,Roma,"1,47","0,13","Action: Draw no bet 1X , U3.5
","Home: Milan, Away: Roma
Pts (All M): 26 VS 19
Pts Against Higher: 8 VS 1
Pts (Last 5): 8 VS 1
Position: 8 VS 10

BTTS (All M): 0.12 VS 0.5
Shots (All M):  14.8 VS 11.4
Shots (Last 5):  14.2 VS 11.0
Shots (AHR):  13.8 VS 9.0

Shots Tar (All M):  4.9 VS 3.0
Shots Tar (Last 5):  3.8 VS 2.8
Shots Tar (AHR):  4.2 VS 2.3

HT Gs (All M)):  1.2 VS 0.4
HT Gs (Last 5):  0.6 VS 0.4
HT Gs (AHR):  0.6 VS 0.3
FT Gs (All M)):  1.6 VS 0.6
FT Gs (Last 5):  0.8 VS 0.8
FT Gs (AHR):  1.2 VS 0.3

Scored at least 1 Goal (All M):  0.62 VS 0.5
Average conceded per match (All M): 0.5 VS 1.62
Scored at least 1 Goal (Last 5)):  0.4 VS 0.6
Scored at least 1 Goal (AHR):  0.6 VS 0.33
"
9,2024-12-29,Napoli,Venezia,"2,36","0,25","Action: Draw no bet 1X , U3.5
","Home: Napoli, Away: Venezia
Pts (All M): 38 VS 13
Pts Against Higher: 15 VS 2
Pts (Last 5): 9 VS 2
Position: 2 VS 19

BTTS (All M): 0.25 VS 0.56
Shots (All M):  16.0 VS 8.8
Shots (Last 5):  14.4 VS 7.4
Shots (AHR):  16.7 VS 7.6

Shots Tar (All M):  4.2 VS 2.7
Shots Tar (Last 5):  4.0 VS 1.8
Shots Tar (AHR):  4.6 VS 2.4

HT Gs (All M)):  0.5 VS 0.6
HT Gs (Last 5):  0.2 VS 0.6
HT Gs (AHR):  0.3 VS 0.2
FT Gs (All M)):  1.5 VS 0.8
FT Gs (Last 5):  1.0 VS 1.0
FT Gs (AHR):  1.4 VS 0.6

Scored at least 1 Goal (All M):  0.75 VS 0.56
Average conceded per match (All M): 0.75 VS 2.11
Scored at least 1 Goal (Last 5)):  0.6 VS 0.6
Scored at least 1 Goal (AHR):  0.71 VS 0.4
"
7,2024-12-29,Juventus,Fiorentina,"0,81","0,72","Action: U3.5 
","Home: Juventus, Away: Fiorentina
Pts (All M): 31 VS 31
Pts Against Higher: 5 VS 0
Pts (Last 5): 9 VS 12
Position: 6 VS 5

BTTS (All M): 0.44 VS 0.25
Shots (All M):  13.9 VS 12.1
Shots (Last 5):  15.0 VS 11.4
Shots (AHR):  11.7 VS 11.5

Shots Tar (All M):  4.4 VS 4.8
Shots Tar (Last 5):  4.0 VS 5.2
Shots Tar (AHR):  2.3 VS 4.5

HT Gs (All M)):  0.7 VS 0.9
HT Gs (Last 5):  0.6 VS 1.0
HT Gs (AHR):  0.0 VS 1.0
FT Gs (All M)):  1.4 VS 1.6
FT Gs (Last 5):  1.8 VS 2.0
FT Gs (AHR):  1.0 VS 1.0

Scored at least 1 Goal (All M):  0.78 VS 0.75
Average conceded per match (All M): 0.78 VS 0.62
Scored at least 1 Goal (Last 5)):  1.0 VS 0.8
Scored at least 1 Goal (AHR):  0.67 VS 0.5
"
