,Date,Home Team,Away Team,Prediction 1,Prediction 2,Decision,Stats
3,2025-02-15,Kaiserslautern,Hannover,"1,34","1,50",No decision Made,"Home: Kaiserslautern, Away: Hannover
Pts (All M): 38 VS 33
Pts Against Higher: 5 VS 5
Pts (Last 5): 13 VS 8
Position: 3 VS 7

BTTS (All M): 0.8 VS 0.4
Shots (All M):  15.1 VS 11.6
Shots (Last 5):  15.2 VS 9.8
Shots (AHR):  13.8 VS 12.8

Shots Tar (All M):  6.2 VS 3.3
Shots Tar (Last 5):  5.7 VS 3.3
Shots Tar (AHR):  5.5 VS 4.8

HT Gs (All M)):  1.2 VS 0.5
HT Gs (Last 5):  1.2 VS 0.7
HT Gs (AHR):  0.8 VS 0.8
FT Gs (All M)):  2.2 VS 1.0
FT Gs (Last 5):  2.0 VS 1.5
FT Gs (AHR):  1.8 VS 1.6

Scored at least 1 Goal (All M):  0.9 VS 0.6
Average conceded per match (All M): 1.6 VS 1.3
Scored at least 1 Goal (Last 5)):  0.83 VS 0.83
Scored at least 1 Goal (AHR):  0.75 VS 0.8
"
4,2025-02-15,AFC Wimbledon,Salford,"0,56","0,84",No decision Made,"Home: AFC Wimbledon, Away: Salford
Pts (All M): 49 VS 48
Pts Against Higher: 6 VS 5
Pts (Last 5): 14 VS 10
Position: 5 VS 8

BTTS (All M): 0.29 VS 0.57
Shots (All M):  12.7 VS 10.3
Shots (Last 5):  10.0 VS 11.8
Shots (AHR):  10.7 VS 7.4

Shots Tar (All M):  4.6 VS 3.5
Shots Tar (Last 5):  3.3 VS 4.0
Shots Tar (AHR):  3.0 VS 3.2

HT Gs (All M)):  0.9 VS 0.4
HT Gs (Last 5):  0.7 VS 0.5
HT Gs (AHR):  0.7 VS 0.4
FT Gs (All M)):  1.8 VS 1.1
FT Gs (Last 5):  1.3 VS 1.3
FT Gs (AHR):  0.7 VS 1.0

Scored at least 1 Goal (All M):  0.86 VS 0.79
Average conceded per match (All M): 0.64 VS 1.0
Scored at least 1 Goal (Last 5)):  1.0 VS 0.83
Scored at least 1 Goal (AHR):  0.67 VS 0.8
"
5,2025-02-15,Bromley,Fleetwood Town,"1,56","1,94",No decision Made,"Home: Bromley, Away: Fleetwood Town
Pts (All M): 39 VS 39
Pts Against Higher: 7 VS 10
Pts (Last 5): 8 VS 4
Position: 12 VS 13

BTTS (All M): 0.71 VS 0.58
Shots (All M):  13.2 VS 9.8
Shots (Last 5):  14.5 VS 9.8
Shots (AHR):  12.9 VS 9.2

Shots Tar (All M):  4.0 VS 3.6
Shots Tar (Last 5):  3.5 VS 3.2
Shots Tar (AHR):  3.6 VS 3.6

HT Gs (All M)):  0.6 VS 0.8
HT Gs (Last 5):  0.3 VS 0.5
HT Gs (AHR):  0.7 VS 0.8
FT Gs (All M)):  1.4 VS 1.7
FT Gs (Last 5):  1.3 VS 1.0
FT Gs (AHR):  1.0 VS 1.9

Scored at least 1 Goal (All M):  0.79 VS 0.75
Average conceded per match (All M): 1.43 VS 1.75
Scored at least 1 Goal (Last 5)):  0.5 VS 0.67
Scored at least 1 Goal (AHR):  0.67 VS 0.88
"
6,2025-02-15,Carlisle,Colchester,"0,61","1,38",No decision Made,"Home: Carlisle, Away: Colchester
Pts (All M): 21 VS 40
Pts Against Higher: 2 VS 17
Pts (Last 5): 4 VS 9
Position: 24 VS 11

BTTS (All M): 0.5 VS 0.57
Shots (All M):  12.1 VS 9.7
Shots (Last 5):  10.2 VS 9.7
Shots (AHR):  11.0 VS 9.7

Shots Tar (All M):  3.6 VS 3.1
Shots Tar (Last 5):  2.7 VS 2.8
Shots Tar (AHR):  3.6 VS 3.1

HT Gs (All M)):  0.6 VS 0.6
HT Gs (Last 5):  0.3 VS 0.7
HT Gs (AHR):  0.4 VS 0.6
FT Gs (All M)):  0.8 VS 1.1
FT Gs (Last 5):  0.7 VS 1.0
FT Gs (AHR):  0.7 VS 1.1

Scored at least 1 Goal (All M):  0.57 VS 0.71
Average conceded per match (All M): 1.64 VS 1.36
Scored at least 1 Goal (Last 5)):  0.5 VS 0.5
Scored at least 1 Goal (AHR):  0.44 VS 0.71
"
7,2025-02-15,Cheltenham,Barrow,"1,49","0,44",No decision Made,"Home: Cheltenham, Away: Barrow
Pts (All M): 38 VS 34
Pts Against Higher: 15 VS 5
Pts (Last 5): 13 VS 2
Position: 14 VS 18

BTTS (All M): 0.6 VS 0.29
Shots (All M):  11.7 VS 10.6
Shots (Last 5):  12.3 VS 11.5
Shots (AHR):  11.6 VS 10.0

Shots Tar (All M):  4.3 VS 3.1
Shots Tar (Last 5):  4.7 VS 3.3
Shots Tar (AHR):  4.4 VS 3.0

HT Gs (All M)):  0.4 VS 0.3
HT Gs (Last 5):  0.5 VS 0.2
HT Gs (AHR):  0.5 VS 0.3
FT Gs (All M)):  1.5 VS 0.4
FT Gs (Last 5):  1.8 VS 0.3
FT Gs (AHR):  1.5 VS 0.4

Scored at least 1 Goal (All M):  0.87 VS 0.36
Average conceded per match (All M): 1.27 VS 1.21
Scored at least 1 Goal (Last 5)):  1.0 VS 0.33
Scored at least 1 Goal (AHR):  0.82 VS 0.33
"
8,2025-02-15,Doncaster,Grimsby,"1,55","1,21",No decision Made,"Home: Doncaster, Away: Grimsby
Pts (All M): 52 VS 45
Pts Against Higher: 3 VS 3
Pts (Last 5): 13 VS 6
Position: 3 VS 9

BTTS (All M): 0.6 VS 0.47
Shots (All M):  15.1 VS 10.4
Shots (Last 5):  16.2 VS 12.2
Shots (AHR):  16.5 VS 9.7

Shots Tar (All M):  4.7 VS 3.8
Shots Tar (Last 5):  5.8 VS 4.8
Shots Tar (AHR):  4.5 VS 3.3

HT Gs (All M)):  0.4 VS 0.7
HT Gs (Last 5):  0.5 VS 0.7
HT Gs (AHR):  0.0 VS 0.7
FT Gs (All M)):  1.4 VS 1.3
FT Gs (Last 5):  1.8 VS 1.5
FT Gs (AHR):  1.0 VS 1.0

Scored at least 1 Goal (All M):  0.87 VS 0.8
Average conceded per match (All M): 1.0 VS 1.47
Scored at least 1 Goal (Last 5)):  1.0 VS 0.83
Scored at least 1 Goal (AHR):  1.0 VS 1.0
"
9,2025-02-15,Gillingham,Crewe,"0,68","1,24",No decision Made,"Home: Gillingham, Away: Crewe
Pts (All M): 32 VS 48
Pts Against Higher: 3 VS 18
Pts (Last 5): 4 VS 9
Position: 19 VS 7

BTTS (All M): 0.36 VS 0.6
Shots (All M):  11.6 VS 8.9
Shots (Last 5):  11.8 VS 7.7
Shots (AHR):  11.3 VS 9.0

Shots Tar (All M):  3.4 VS 2.9
Shots Tar (Last 5):  3.2 VS 3.2
Shots Tar (AHR):  2.3 VS 3.0

HT Gs (All M)):  0.3 VS 0.0
HT Gs (Last 5):  0.2 VS 0.0
HT Gs (AHR):  0.0 VS 0.0
FT Gs (All M)):  1.2 VS 1.0
FT Gs (Last 5):  0.8 VS 1.0
FT Gs (AHR):  0.7 VS 1.0

Scored at least 1 Goal (All M):  0.71 VS 0.87
Average conceded per match (All M): 1.14 VS 0.8
Scored at least 1 Goal (Last 5)):  0.67 VS 0.83
Scored at least 1 Goal (AHR):  0.67 VS 0.85
"
10,2025-02-15,Harrogate,Swindon,"1,40","1,29",No decision Made,"Home: Harrogate, Away: Swindon
Pts (All M): 30 VS 38
Pts Against Higher: 17 VS 13
Pts (Last 5): 5 VS 8
Position: 20 VS 15

BTTS (All M): 0.33 VS 0.75
Shots (All M):  9.4 VS 11.1
Shots (Last 5):  7.8 VS 12.5
Shots (AHR):  8.6 VS 10.9

Shots Tar (All M):  2.9 VS 2.8
Shots Tar (Last 5):  1.2 VS 3.2
Shots Tar (AHR):  2.5 VS 2.5

HT Gs (All M)):  0.5 VS 0.4
HT Gs (Last 5):  0.3 VS 0.5
HT Gs (AHR):  0.5 VS 0.4
FT Gs (All M)):  0.8 VS 1.2
FT Gs (Last 5):  0.5 VS 1.5
FT Gs (AHR):  0.8 VS 1.0

Scored at least 1 Goal (All M):  0.53 VS 0.75
Average conceded per match (All M): 1.4 VS 1.56
Scored at least 1 Goal (Last 5)):  0.33 VS 0.67
Scored at least 1 Goal (AHR):  0.54 VS 0.73
"
11,2025-02-15,Morecambe,Accrington,"1,58","1,64",No decision Made,"Home: Morecambe, Away: Accrington
Pts (All M): 23 VS 30
Pts Against Higher: 6 VS 14
Pts (Last 5): 6 VS 7
Position: 23 VS 21

BTTS (All M): 0.46 VS 0.71
Shots (All M):  12.2 VS 11.3
Shots (Last 5):  11.3 VS 12.5
Shots (AHR):  12.2 VS 11.3

Shots Tar (All M):  3.8 VS 4.5
Shots Tar (Last 5):  3.3 VS 4.5
Shots Tar (AHR):  3.6 VS 4.5

HT Gs (All M)):  0.5 VS 0.4
HT Gs (Last 5):  0.2 VS 0.5
HT Gs (AHR):  0.5 VS 0.4
FT Gs (All M)):  1.1 VS 1.4
FT Gs (Last 5):  1.0 VS 1.3
FT Gs (AHR):  1.0 VS 1.4

Scored at least 1 Goal (All M):  0.54 VS 0.93
Average conceded per match (All M): 1.85 VS 1.86
Scored at least 1 Goal (Last 5)):  0.33 VS 1.0
Scored at least 1 Goal (AHR):  0.5 VS 0.93
"
12,2025-02-15,Newport County,Bradford,"1,38","1,36",No decision Made,"Home: Newport County, Away: Bradford
Pts (All M): 36 VS 50
Pts Against Higher: 10 VS 7
Pts (Last 5): 10 VS 6
Position: 17 VS 4

BTTS (All M): 0.69 VS 0.64
Shots (All M):  10.8 VS 9.7
Shots (Last 5):  11.2 VS 8.5
Shots (AHR):  12.1 VS 9.6

Shots Tar (All M):  4.4 VS 2.6
Shots Tar (Last 5):  5.3 VS 2.2
Shots Tar (AHR):  4.7 VS 2.8

HT Gs (All M)):  0.8 VS 0.6
HT Gs (Last 5):  1.0 VS 0.3
HT Gs (AHR):  0.6 VS 0.6
FT Gs (All M)):  1.8 VS 1.0
FT Gs (Last 5):  1.8 VS 0.8
FT Gs (AHR):  1.4 VS 0.9

Scored at least 1 Goal (All M):  0.77 VS 0.79
Average conceded per match (All M): 1.46 VS 1.29
Scored at least 1 Goal (Last 5)):  0.83 VS 0.67
Scored at least 1 Goal (AHR):  0.71 VS 0.7
"
13,2025-02-15,Tranmere,Milton Keynes Dons,"1,02","1,27",No decision Made,"Home: Tranmere, Away: Milton Keynes Dons
Pts (All M): 26 VS 38
Pts Against Higher: 9 VS 13
Pts (Last 5): 9 VS 6
Position: 22 VS 16

BTTS (All M): 0.5 VS 0.75
Shots (All M):  14.6 VS 11.2
Shots (Last 5):  16.2 VS 9.3
Shots (AHR):  13.1 VS 11.2

Shots Tar (All M):  3.7 VS 4.7
Shots Tar (Last 5):  4.0 VS 3.8
Shots Tar (AHR):  3.3 VS 4.7

HT Gs (All M)):  0.5 VS 0.8
HT Gs (Last 5):  0.7 VS 0.7
HT Gs (AHR):  0.3 VS 0.8
FT Gs (All M)):  0.9 VS 1.8
FT Gs (Last 5):  1.3 VS 2.0
FT Gs (AHR):  0.6 VS 1.8

Scored at least 1 Goal (All M):  0.64 VS 0.75
Average conceded per match (All M): 1.07 VS 2.08
Scored at least 1 Goal (Last 5)):  1.0 VS 1.0
Scored at least 1 Goal (AHR):  0.44 VS 0.75
"
15,2025-02-15,Barnsley,Huddersfield,"1,09","2,36",No decision Made,"Home: Barnsley, Away: Huddersfield
Pts (All M): 43 VS 49
Pts Against Higher: 7 VS 10
Pts (Last 5): 7 VS 13
Position: 10 VS 5

BTTS (All M): 0.6 VS 0.46
Shots (All M):  15.1 VS 13.3
Shots (Last 5):  11.3 VS 13.7
Shots (AHR):  13.7 VS 11.8

Shots Tar (All M):  5.3 VS 4.9
Shots Tar (Last 5):  4.7 VS 5.7
Shots Tar (AHR):  4.7 VS 4.0

HT Gs (All M)):  0.7 VS 0.8
HT Gs (Last 5):  0.5 VS 1.2
HT Gs (AHR):  0.7 VS 0.7
FT Gs (All M)):  1.3 VS 1.8
FT Gs (Last 5):  1.0 VS 2.2
FT Gs (AHR):  1.4 VS 1.3

Scored at least 1 Goal (All M):  0.73 VS 0.85
Average conceded per match (All M): 1.4 VS 1.0
Scored at least 1 Goal (Last 5)):  0.5 VS 1.0
Scored at least 1 Goal (AHR):  0.86 VS 0.67
"
16,2025-02-15,Birmingham,Charlton,"2,01","1,07",No decision Made,"Home: Birmingham, Away: Charlton
Pts (All M): 63 VS 47
Pts Against Higher: 9 VS 3
Pts (Last 5): 16 VS 11
Position: 1 VS 7

BTTS (All M): 0.46 VS 0.43
Shots (All M):  15.3 VS 10.5
Shots (Last 5):  14.5 VS 13.3
Shots (AHR):  12.3 VS 9.5

Shots Tar (All M):  5.1 VS 3.6
Shots Tar (Last 5):  5.0 VS 4.8
Shots Tar (AHR):  5.3 VS 2.0

HT Gs (All M)):  0.8 VS 0.4
HT Gs (Last 5):  1.0 VS 0.7
HT Gs (AHR):  1.0 VS 0.5
FT Gs (All M)):  1.7 VS 1.4
FT Gs (Last 5):  1.5 VS 2.0
FT Gs (AHR):  2.0 VS 1.5

Scored at least 1 Goal (All M):  0.92 VS 0.71
Average conceded per match (All M): 0.54 VS 1.29
Scored at least 1 Goal (Last 5)):  0.83 VS 0.83
Scored at least 1 Goal (AHR):  1.0 VS 1.0
"
17,2025-02-15,Blackpool,Mansfield,"1,53","1,30",No decision Made,"Home: Blackpool, Away: Mansfield
Pts (All M): 39 VS 37
Pts Against Higher: 5 VS 7
Pts (Last 5): 6 VS 7
Position: 13 VS 15

BTTS (All M): 0.67 VS 0.57
Shots (All M):  15.3 VS 11.3
Shots (Last 5):  15.0 VS 14.5
Shots (AHR):  14.4 VS 10.2

Shots Tar (All M):  4.8 VS 3.5
Shots Tar (Last 5):  4.2 VS 4.3
Shots Tar (AHR):  4.4 VS 2.5

HT Gs (All M)):  0.5 VS 0.9
HT Gs (Last 5):  0.5 VS 1.2
HT Gs (AHR):  0.4 VS 0.8
FT Gs (All M)):  1.3 VS 1.4
FT Gs (Last 5):  1.2 VS 1.5
FT Gs (AHR):  1.1 VS 0.9

Scored at least 1 Goal (All M):  0.75 VS 0.79
Average conceded per match (All M): 1.33 VS 1.36
Scored at least 1 Goal (Last 5)):  0.67 VS 0.83
Scored at least 1 Goal (AHR):  0.71 VS 0.62
"
18,2025-02-15,Bristol Rvs,Burton,"1,43","1,04",No decision Made,"Home: Bristol Rvs, Away: Burton
Pts (All M): 31 VS 26
Pts Against Higher: 17 VS 12
Pts (Last 5): 8 VS 7
Position: 19 VS 21

BTTS (All M): 0.54 VS 0.5
Shots (All M):  9.8 VS 8.9
Shots (Last 5):  9.0 VS 5.2
Shots (AHR):  9.5 VS 8.7

Shots Tar (All M):  3.4 VS 3.1
Shots Tar (Last 5):  3.7 VS 2.0
Shots Tar (AHR):  3.5 VS 3.1

HT Gs (All M)):  0.5 VS 0.4
HT Gs (Last 5):  0.5 VS 0.5
HT Gs (AHR):  0.5 VS 0.3
FT Gs (All M)):  1.4 VS 0.9
FT Gs (Last 5):  1.5 VS 0.7
FT Gs (AHR):  1.5 VS 0.9

Scored at least 1 Goal (All M):  0.77 VS 0.57
Average conceded per match (All M): 1.31 VS 1.36
Scored at least 1 Goal (Last 5)):  0.67 VS 0.5
Scored at least 1 Goal (AHR):  0.82 VS 0.58
"
19,2025-02-15,Cambridge,Exeter,"1,31","1,40",No decision Made,"Home: Cambridge, Away: Exeter
Pts (All M): 23 VS 32
Pts Against Higher: 10 VS 14
Pts (Last 5): 7 VS 4
Position: 24 VS 18

BTTS (All M): 0.5 VS 0.43
Shots (All M):  12.4 VS 7.8
Shots (Last 5):  14.5 VS 6.8
Shots (AHR):  12.5 VS 7.8

Shots Tar (All M):  4.4 VS 2.4
Shots Tar (Last 5):  4.8 VS 2.3
Shots Tar (AHR):  4.1 VS 2.4

HT Gs (All M)):  0.6 VS 0.4
HT Gs (Last 5):  0.7 VS 0.3
HT Gs (AHR):  0.5 VS 0.4
FT Gs (All M)):  1.3 VS 0.9
FT Gs (Last 5):  1.5 VS 0.8
FT Gs (AHR):  1.2 VS 0.9

Scored at least 1 Goal (All M):  0.64 VS 0.64
Average conceded per match (All M): 1.57 VS 1.43
Scored at least 1 Goal (Last 5)):  0.67 VS 0.67
Scored at least 1 Goal (AHR):  0.64 VS 0.64
"
21,2025-02-15,Leyton Orient,Lincoln,"0,64","0,54",No decision Made,"Home: Leyton Orient, Away: Lincoln
Pts (All M): 44 VS 40
Pts Against Higher: 4 VS 4
Pts (Last 5): 13 VS 5
Position: 9 VS 12

BTTS (All M): 0.2 VS 0.47
Shots (All M):  13.1 VS 9.5
Shots (Last 5):  13.5 VS 9.7
Shots (AHR):  10.3 VS 8.2

Shots Tar (All M):  4.7 VS 3.0
Shots Tar (Last 5):  4.5 VS 3.5
Shots Tar (AHR):  3.2 VS 1.8

HT Gs (All M)):  0.7 VS 0.5
HT Gs (Last 5):  0.5 VS 0.5
HT Gs (AHR):  0.5 VS 0.5
FT Gs (All M)):  1.3 VS 0.9
FT Gs (Last 5):  1.3 VS 0.8
FT Gs (AHR):  0.7 VS 0.8

Scored at least 1 Goal (All M):  0.67 VS 0.67
Average conceded per match (All M): 0.67 VS 1.2
Scored at least 1 Goal (Last 5)):  0.67 VS 0.67
Scored at least 1 Goal (AHR):  0.5 VS 0.5
"
