,Date,Home Team,Away Team,Prediction 1,Prediction 2,Decision,Stats
22,2025-02-15,Northampton,Wrexham,"1,33","1,39",No decision Made,"Home: Northampton, Away: Wrexham
Pts (All M): 33 VS 55
Pts Against Higher: 3 VS 10
Pts (Last 5): 8 VS 7
Position: 17 VS 3

BTTS (All M): 0.38 VS 0.46
Shots (All M):  9.6 VS 10.8
Shots (Last 5):  8.5 VS 13.0
Shots (AHR):  7.8 VS 10.5

Shots Tar (All M):  3.8 VS 3.0
Shots Tar (Last 5):  2.7 VS 3.2
Shots Tar (AHR):  4.2 VS 2.9

HT Gs (All M)):  0.5 VS 0.6
HT Gs (Last 5):  0.5 VS 0.5
HT Gs (AHR):  0.8 VS 0.6
FT Gs (All M)):  1.1 VS 0.9
FT Gs (Last 5):  0.8 VS 1.0
FT Gs (AHR):  1.5 VS 0.8

Scored at least 1 Goal (All M):  0.54 VS 0.69
Average conceded per match (All M): 1.38 VS 1.0
Scored at least 1 Goal (Last 5)):  0.33 VS 0.83
Scored at least 1 Goal (AHR):  0.75 VS 0.6
"
24,2025-02-15,Shrewsbury,Bolton,"1,22","1,46",No decision Made,"Home: Shrewsbury, Away: Bolton
Pts (All M): 26 VS 47
Pts Against Higher: 9 VS 20
Pts (Last 5): 10 VS 7
Position: 22 VS 6

BTTS (All M): 0.57 VS 0.5
Shots (All M):  8.8 VS 10.4
Shots (Last 5):  8.8 VS 10.3
Shots (AHR):  8.1 VS 10.4

Shots Tar (All M):  3.1 VS 3.4
Shots Tar (Last 5):  3.5 VS 3.2
Shots Tar (AHR):  2.6 VS 3.4

HT Gs (All M)):  0.6 VS 0.5
HT Gs (Last 5):  0.5 VS 0.2
HT Gs (AHR):  0.6 VS 0.5
FT Gs (All M)):  1.1 VS 1.3
FT Gs (Last 5):  1.3 VS 0.8
FT Gs (AHR):  1.3 VS 1.3

Scored at least 1 Goal (All M):  0.71 VS 0.64
Average conceded per match (All M): 1.64 VS 1.5
Scored at least 1 Goal (Last 5)):  1.0 VS 0.67
Scored at least 1 Goal (AHR):  0.57 VS 0.64
"
25,2025-02-15,Stevenage,Peterboro,"1,97","1,03",No decision Made,"Home: Stevenage, Away: Peterboro
Pts (All M): 40 VS 30
Pts Against Higher: 23 VS 1
Pts (Last 5): 12 VS 1
Position: 11 VS 20

BTTS (All M): 0.33 VS 0.77
Shots (All M):  10.5 VS 10.8
Shots (Last 5):  11.5 VS 10.8
Shots (AHR):  10.4 VS 7.6

Shots Tar (All M):  3.6 VS 4.2
Shots Tar (Last 5):  4.5 VS 3.5
Shots Tar (AHR):  3.5 VS 2.1

HT Gs (All M)):  0.4 VS 0.8
HT Gs (Last 5):  0.7 VS 0.5
HT Gs (AHR):  0.5 VS 0.7
FT Gs (All M)):  1.3 VS 1.3
FT Gs (Last 5):  2.0 VS 1.0
FT Gs (AHR):  1.5 VS 1.0

Scored at least 1 Goal (All M):  0.73 VS 0.77
Average conceded per match (All M): 1.0 VS 2.23
Scored at least 1 Goal (Last 5)):  0.83 VS 0.83
Scored at least 1 Goal (AHR):  0.77 VS 0.71
"
26,2025-02-15,Wigan,Stockport,"0,23","1,32",No decision Made,"Home: Wigan, Away: Stockport
Pts (All M): 34 VS 53
Pts Against Higher: 0 VS 13
Pts (Last 5): 5 VS 7
Position: 16 VS 4

BTTS (All M): 0.36 VS 0.57
Shots (All M):  11.3 VS 11.6
Shots (Last 5):  10.5 VS 11.8
Shots (AHR):  11.2 VS 11.3

Shots Tar (All M):  3.3 VS 5.3
Shots Tar (Last 5):  2.7 VS 5.2
Shots Tar (AHR):  2.5 VS 4.7

HT Gs (All M)):  0.6 VS 0.9
HT Gs (Last 5):  0.7 VS 0.8
HT Gs (AHR):  0.0 VS 0.7
FT Gs (All M)):  0.9 VS 1.4
FT Gs (Last 5):  1.0 VS 1.0
FT Gs (AHR):  0.0 VS 1.2

Scored at least 1 Goal (All M):  0.57 VS 0.86
Average conceded per match (All M): 1.07 VS 0.93
Scored at least 1 Goal (Last 5)):  0.67 VS 0.67
Scored at least 1 Goal (AHR):  0.0 VS 0.82
"
27,2025-02-15,Bari,Cremonese,"1,67","1,57",No decision Made,"Home: Bari, Away: Cremonese
Pts (All M): 33 VS 40
Pts Against Higher: 11 VS 14
Pts (Last 5): 13 VS 10
Position: 8 VS 4

BTTS (All M): 0.62 VS 0.42
Shots (All M):  14.2 VS 13.8
Shots (Last 5):  12.8 VS 13.7
Shots (AHR):  15.7 VS 13.4

Shots Tar (All M):  4.0 VS 4.4
Shots Tar (Last 5):  4.2 VS 4.5
Shots Tar (AHR):  4.3 VS 4.3

HT Gs (All M)):  0.8 VS 0.8
HT Gs (Last 5):  1.3 VS 0.5
HT Gs (AHR):  1.0 VS 0.9
FT Gs (All M)):  1.4 VS 1.7
FT Gs (Last 5):  1.7 VS 1.3
FT Gs (AHR):  1.5 VS 1.9

Scored at least 1 Goal (All M):  0.85 VS 0.67
Average conceded per match (All M): 1.08 VS 0.92
Scored at least 1 Goal (Last 5)):  0.83 VS 0.5
Scored at least 1 Goal (AHR):  1.0 VS 0.86
"
28,2025-02-15,Carrarese,Salernitana,"1,26","0,32",No decision Made,"Home: Carrarese, Away: Salernitana
Pts (All M): 27 VS 25
Pts Against Higher: 21 VS 7
Pts (Last 5): 12 VS 2
Position: 16 VS 18

BTTS (All M): 0.17 VS 0.33
Shots (All M):  13.6 VS 8.7
Shots (Last 5):  15.0 VS 8.8
Shots (AHR):  13.6 VS 9.0

Shots Tar (All M):  4.2 VS 2.9
Shots Tar (Last 5):  4.8 VS 2.2
Shots Tar (AHR):  4.2 VS 3.1

HT Gs (All M)):  0.3 VS 0.2
HT Gs (Last 5):  0.0 VS 0.0
HT Gs (AHR):  0.3 VS 0.2
FT Gs (All M)):  1.0 VS 0.5
FT Gs (Last 5):  1.0 VS 0.2
FT Gs (AHR):  1.0 VS 0.5

Scored at least 1 Goal (All M):  0.67 VS 0.42
Average conceded per match (All M): 0.75 VS 1.33
Scored at least 1 Goal (Last 5)):  0.83 VS 0.17
Scored at least 1 Goal (AHR):  0.67 VS 0.45
"
29,2025-02-15,Modena,Spezia,"1,50","0,90",No decision Made,"Home: Modena, Away: Spezia
Pts (All M): 30 VS 49
Pts Against Higher: 7 VS 17
Pts (Last 5): 12 VS 10
Position: 11 VS 3

BTTS (All M): 0.58 VS 0.23
Shots (All M):  12.7 VS 13.1
Shots (Last 5):  11.0 VS 15.0
Shots (AHR):  11.3 VS 13.4

Shots Tar (All M):  4.5 VS 4.2
Shots Tar (Last 5):  3.7 VS 4.2
Shots Tar (AHR):  5.0 VS 4.2

HT Gs (All M)):  0.8 VS 0.7
HT Gs (Last 5):  0.7 VS 0.8
HT Gs (AHR):  1.3 VS 0.8
FT Gs (All M)):  1.5 VS 1.2
FT Gs (Last 5):  1.3 VS 1.2
FT Gs (AHR):  2.0 VS 1.3

Scored at least 1 Goal (All M):  0.83 VS 0.62
Average conceded per match (All M): 1.0 VS 0.62
Scored at least 1 Goal (Last 5)):  0.83 VS 0.5
Scored at least 1 Goal (AHR):  1.0 VS 0.64
"
31,2025-02-15,Sudtirol,Sampdoria,"1,64","1,86",No decision Made,"Home: Sudtirol, Away: Sampdoria
Pts (All M): 25 VS 28
Pts Against Higher: 8 VS 12
Pts (Last 5): 5 VS 4
Position: 17 VS 14

BTTS (All M): 0.75 VS 0.83
Shots (All M):  12.7 VS 11.4
Shots (Last 5):  12.0 VS 10.7
Shots (AHR):  12.3 VS 11.4

Shots Tar (All M):  4.2 VS 3.7
Shots Tar (Last 5):  3.5 VS 3.3
Shots Tar (AHR):  3.9 VS 3.7

HT Gs (All M)):  0.7 VS 0.8
HT Gs (Last 5):  0.7 VS 0.8
HT Gs (AHR):  0.6 VS 0.8
FT Gs (All M)):  1.2 VS 1.6
FT Gs (Last 5):  1.0 VS 1.0
FT Gs (AHR):  1.1 VS 1.6

Scored at least 1 Goal (All M):  0.83 VS 0.83
Average conceded per match (All M): 1.75 VS 2.0
Scored at least 1 Goal (Last 5)):  0.67 VS 0.83
Scored at least 1 Goal (AHR):  0.8 VS 0.83
"
33,2025-02-15,Oud-Heverlee Leuven,Dender,"1,09","0,83",No decision Made,"Home: Oud-Heverlee Leuven, Away: Dender
Pts (All M): 29 VS 31
Pts Against Higher: 14 VS 8
Pts (Last 5): 12 VS 7
Position: 11 VS 9

BTTS (All M): 0.42 VS 0.5
Shots (All M):  13.8 VS 10.5
Shots (Last 5):  13.8 VS 8.8
Shots (AHR):  13.3 VS 9.9

Shots Tar (All M):  3.7 VS 3.2
Shots Tar (Last 5):  3.3 VS 3.3
Shots Tar (AHR):  3.4 VS 2.7

HT Gs (All M)):  0.5 VS 0.8
HT Gs (Last 5):  0.3 VS 1.0
HT Gs (AHR):  0.6 VS 0.4
FT Gs (All M)):  1.1 VS 1.2
FT Gs (Last 5):  0.8 VS 1.3
FT Gs (AHR):  1.0 VS 0.8

Scored at least 1 Goal (All M):  0.75 VS 0.58
Average conceded per match (All M): 0.5 VS 2.0
Scored at least 1 Goal (Last 5)):  0.67 VS 0.67
Scored at least 1 Goal (AHR):  0.67 VS 0.44
"
36,2025-02-15,Dundee,Aberdeen,"2,42","1,41",No decision Made,"Home: Dundee, Away: Aberdeen
Pts (All M): 27 VS 35
Pts Against Higher: 15 VS 9
Pts (Last 5): 5 VS 1
Position: 10 VS 4

BTTS (All M): 0.85 VS 0.5
Shots (All M):  11.6 VS 10.4
Shots (Last 5):  10.0 VS 8.2
Shots (AHR):  12.2 VS 9.5

Shots Tar (All M):  4.2 VS 3.7
Shots Tar (Last 5):  3.2 VS 2.5
Shots Tar (AHR):  4.4 VS 3.1

HT Gs (All M)):  1.1 VS 0.3
HT Gs (Last 5):  0.5 VS 0.2
HT Gs (AHR):  1.2 VS 0.3
FT Gs (All M)):  1.9 VS 1.0
FT Gs (Last 5):  1.5 VS 0.2
FT Gs (AHR):  2.2 VS 0.9

Scored at least 1 Goal (All M):  0.85 VS 0.58
Average conceded per match (All M): 2.23 VS 1.83
Scored at least 1 Goal (Last 5)):  0.67 VS 0.17
Scored at least 1 Goal (AHR):  0.91 VS 0.55
"
37,2025-02-15,Kilmarnock,St Johnstone,"1,24","1,29",No decision Made,"Home: Kilmarnock, Away: St Johnstone
Pts (All M): 28 VS 21
Pts Against Higher: 19 VS 11
Pts (Last 5): 13 VS 4
Position: 9 VS 12

BTTS (All M): 0.25 VS 0.54
Shots (All M):  14.5 VS 8.5
Shots (Last 5):  13.8 VS 6.8
Shots (AHR):  14.5 VS 8.5

Shots Tar (All M):  4.2 VS 2.7
Shots Tar (Last 5):  4.7 VS 2.5
Shots Tar (AHR):  4.2 VS 2.7

HT Gs (All M)):  0.2 VS 0.4
HT Gs (Last 5):  0.5 VS 0.2
HT Gs (AHR):  0.2 VS 0.4
FT Gs (All M)):  1.2 VS 1.1
FT Gs (Last 5):  1.3 VS 0.8
FT Gs (AHR):  1.2 VS 1.1

Scored at least 1 Goal (All M):  0.67 VS 0.69
Average conceded per match (All M): 0.92 VS 1.92
Scored at least 1 Goal (Last 5)):  0.67 VS 0.83
Scored at least 1 Goal (AHR):  0.67 VS 0.69
"
38,2025-02-15,Motherwell,Ross County,"1,38","0,94",No decision Made,"Home: Motherwell, Away: Ross County
Pts (All M): 31 VS 26
Pts Against Higher: 15 VS 12
Pts (Last 5): 8 VS 9
Position: 6 VS 11

BTTS (All M): 0.58 VS 0.25
Shots (All M):  9.3 VS 9.2
Shots (Last 5):  7.3 VS 9.5
Shots (AHR):  8.8 VS 9.4

Shots Tar (All M):  3.6 VS 2.6
Shots Tar (Last 5):  3.0 VS 3.3
Shots Tar (AHR):  3.5 VS 2.7

HT Gs (All M)):  1.2 VS 0.3
HT Gs (Last 5):  1.5 VS 0.5
HT Gs (AHR):  1.1 VS 0.4
FT Gs (All M)):  1.4 VS 0.7
FT Gs (Last 5):  1.7 VS 1.2
FT Gs (AHR):  1.4 VS 0.7

Scored at least 1 Goal (All M):  0.67 VS 0.42
Average conceded per match (All M): 1.58 VS 2.17
Scored at least 1 Goal (Last 5)):  0.83 VS 0.67
Scored at least 1 Goal (AHR):  0.64 VS 0.45
"
39,2025-02-16,Farense,Porto,"1,13","2,64","Action: Double Chance X2 , Risky Double Chance X2
","Home: Farense, Away: Porto
Pts (All M): 15 VS 43
Pts Against Higher: 4 VS 14
Pts (Last 5): 4 VS 5
Position: 17 VS 4

BTTS (All M): 0.4 VS 0.4
Shots (All M):  12.2 VS 13.0
Shots (Last 5):  12.8 VS 15.0
Shots (AHR):  9.8 VS 13.0

Shots Tar (All M):  3.1 VS 4.7
Shots Tar (Last 5):  3.5 VS 4.7
Shots Tar (AHR):  2.8 VS 4.7

HT Gs (All M)):  0.3 VS 0.8
HT Gs (Last 5):  0.5 VS 0.3
HT Gs (AHR):  0.4 VS 0.8
FT Gs (All M)):  0.7 VS 1.8
FT Gs (Last 5):  0.8 VS 1.3
FT Gs (AHR):  1.0 VS 1.8

Scored at least 1 Goal (All M):  0.6 VS 0.8
Average conceded per match (All M): 1.7 VS 1.4
Scored at least 1 Goal (Last 5)):  0.67 VS 0.83
Scored at least 1 Goal (AHR):  0.8 VS 0.8
"
40,2025-02-16,Guimaraes,Sp Braga,"1,44","2,03",No decision Made,"Home: Guimaraes, Away: Sp Braga
Pts (All M): 30 VS 43
Pts Against Higher: 1 VS 6
Pts (Last 5): 12 VS 18
Position: 8 VS 3

BTTS (All M): 0.5 VS 0.4
Shots (All M):  13.1 VS 13.2
Shots (Last 5):  15.2 VS 13.3
Shots (AHR):  10.5 VS 11.7

Shots Tar (All M):  4.6 VS 4.1
Shots Tar (Last 5):  5.3 VS 4.7
Shots Tar (AHR):  3.0 VS 3.3

HT Gs (All M)):  0.8 VS 0.4
HT Gs (Last 5):  0.8 VS 0.5
HT Gs (AHR):  0.5 VS 0.7
FT Gs (All M)):  2.0 VS 1.5
FT Gs (Last 5):  2.5 VS 1.7
FT Gs (AHR):  2.0 VS 1.7

Scored at least 1 Goal (All M):  0.9 VS 0.9
Average conceded per match (All M): 1.4 VS 0.5
Scored at least 1 Goal (Last 5)):  1.0 VS 1.0
Scored at least 1 Goal (AHR):  0.5 VS 1.0
"
41,2025-02-16,Rio Ave,AVS,"2,31","1,43",No decision Made,"Home: Rio Ave, Away: AVS
Pts (All M): 24 VS 18
Pts Against Higher: 14 VS 4
Pts (Last 5): 9 VS 4
Position: 10 VS 15

BTTS (All M): 0.7 VS 0.6
Shots (All M):  11.1 VS 9.7
Shots (Last 5):  10.2 VS 9.8
Shots (AHR):  11.3 VS 10.0

Shots Tar (All M):  4.2 VS 2.1
Shots Tar (Last 5):  3.8 VS 2.0
Shots Tar (AHR):  4.3 VS 2.2

HT Gs (All M)):  1.0 VS 0.5
HT Gs (Last 5):  1.2 VS 0.3
HT Gs (AHR):  1.0 VS 0.6
FT Gs (All M)):  1.6 VS 0.7
FT Gs (Last 5):  1.8 VS 0.5
FT Gs (AHR):  1.7 VS 0.8

Scored at least 1 Goal (All M):  0.9 VS 0.6
Average conceded per match (All M): 1.5 VS 1.7
Scored at least 1 Goal (Last 5)):  0.83 VS 0.5
Scored at least 1 Goal (AHR):  0.89 VS 0.67
"
