,Date,Home Team,Away Team,Prediction 1,Prediction 2,Decision,Stats
5,2025-02-01,Bromley,Grimsby,"1,43","1,30",No decision Made,"Home: Bromley, Away: Grimsby
Pts (All M): 35 VS 38
Pts Against Higher: 4 VS 9
Pts (Last 5): 9 VS 4
Position: 12 VS 9

BTTS (All M): 0.77 VS 0.5
Shots (All M):  13.3 VS 10.1
Shots (Last 5):  14.0 VS 11.2
Shots (AHR):  13.5 VS 9.0

Shots Tar (All M):  4.2 VS 3.8
Shots Tar (Last 5):  3.5 VS 4.5
Shots Tar (AHR):  5.0 VS 3.3

HT Gs (All M)):  0.6 VS 0.7
HT Gs (Last 5):  0.3 VS 0.7
HT Gs (AHR):  1.0 VS 0.6
FT Gs (All M)):  1.5 VS 1.2
FT Gs (Last 5):  1.5 VS 1.2
FT Gs (AHR):  1.2 VS 0.9

Scored at least 1 Goal (All M):  0.85 VS 0.79
Average conceded per match (All M): 1.38 VS 1.57
Scored at least 1 Goal (Last 5)):  0.67 VS 0.67
Scored at least 1 Goal (AHR):  0.75 VS 0.78
"
6,2025-02-01,Carlisle,Swindon,"0,86","0,97",No decision Made,"Home: Carlisle, Away: Swindon
Pts (All M): 21 VS 31
Pts Against Higher: 5 VS 13
Pts (Last 5): 5 VS 5
Position: 23 VS 18

BTTS (All M): 0.46 VS 0.73
Shots (All M):  11.8 VS 10.9
Shots (Last 5):  8.7 VS 11.8
Shots (AHR):  10.7 VS 10.9

Shots Tar (All M):  3.5 VS 2.5
Shots Tar (Last 5):  2.5 VS 2.2
Shots Tar (AHR):  3.4 VS 2.5

HT Gs (All M)):  0.6 VS 0.4
HT Gs (Last 5):  0.3 VS 0.3
HT Gs (AHR):  0.6 VS 0.4
FT Gs (All M)):  0.8 VS 1.0
FT Gs (Last 5):  0.5 VS 0.7
FT Gs (AHR):  0.7 VS 1.0

Scored at least 1 Goal (All M):  0.54 VS 0.73
Average conceded per match (All M): 1.38 VS 1.6
Scored at least 1 Goal (Last 5)):  0.33 VS 0.5
Scored at least 1 Goal (AHR):  0.44 VS 0.73
"
7,2025-02-01,Cheltenham,Chesterfield,"1,51","1,96",No decision Made,"Home: Cheltenham, Away: Chesterfield
Pts (All M): 34 VS 36
Pts Against Higher: 9 VS 8
Pts (Last 5): 13 VS 4
Position: 14 VS 10

BTTS (All M): 0.64 VS 0.38
Shots (All M):  11.9 VS 10.4
Shots (Last 5):  13.0 VS 10.0
Shots (AHR):  11.6 VS 10.8

Shots Tar (All M):  4.3 VS 4.2
Shots Tar (Last 5):  4.7 VS 4.2
Shots Tar (AHR):  5.0 VS 4.2

HT Gs (All M)):  0.4 VS 0.9
HT Gs (Last 5):  0.5 VS 0.5
HT Gs (AHR):  0.4 VS 1.0
FT Gs (All M)):  1.5 VS 1.8
FT Gs (Last 5):  1.8 VS 0.8
FT Gs (AHR):  1.4 VS 1.3

Scored at least 1 Goal (All M):  0.86 VS 0.69
Average conceded per match (All M): 1.36 VS 1.23
Scored at least 1 Goal (Last 5)):  1.0 VS 0.67
Scored at least 1 Goal (AHR):  0.86 VS 0.56
"
8,2025-02-01,Doncaster,Milton Keynes Dons,"1,70","1,23",No decision Made,"Home: Doncaster, Away: Milton Keynes Dons
Pts (All M): 46 VS 35
Pts Against Higher: 7 VS 0
Pts (Last 5): 11 VS 9
Position: 3 VS 11

BTTS (All M): 0.57 VS 0.73
Shots (All M):  15.1 VS 11.4
Shots (Last 5):  15.5 VS 10.5
Shots (AHR):  15.9 VS 7.0

Shots Tar (All M):  4.5 VS 4.7
Shots Tar (Last 5):  4.8 VS 4.7
Shots Tar (AHR):  4.6 VS 2.5

HT Gs (All M)):  0.4 VS 0.9
HT Gs (Last 5):  0.3 VS 1.0
HT Gs (AHR):  0.1 VS 0.5
FT Gs (All M)):  1.4 VS 1.8
FT Gs (Last 5):  1.7 VS 2.3
FT Gs (AHR):  1.0 VS 1.0

Scored at least 1 Goal (All M):  0.86 VS 0.73
Average conceded per match (All M): 1.0 VS 2.09
Scored at least 1 Goal (Last 5)):  1.0 VS 1.0
Scored at least 1 Goal (AHR):  0.75 VS 0.5
"
9,2025-02-01,Gillingham,Notts County,"0,73","1,88",No decision Made,"Home: Gillingham, Away: Notts County
Pts (All M): 31 VS 44
Pts Against Higher: 9 VS 18
Pts (Last 5): 7 VS 9
Position: 17 VS 5

BTTS (All M): 0.31 VS 0.57
Shots (All M):  11.3 VS 12.5
Shots (Last 5):  10.0 VS 13.7
Shots (AHR):  9.0 VS 12.6

Shots Tar (All M):  3.4 VS 4.3
Shots Tar (Last 5):  2.7 VS 4.3
Shots Tar (AHR):  2.0 VS 4.7

HT Gs (All M)):  0.3 VS 0.7
HT Gs (Last 5):  0.2 VS 0.7
HT Gs (AHR):  0.2 VS 0.7
FT Gs (All M)):  1.2 VS 1.8
FT Gs (Last 5):  0.8 VS 2.0
FT Gs (AHR):  0.6 VS 2.0

Scored at least 1 Goal (All M):  0.69 VS 0.79
Average conceded per match (All M): 1.08 VS 1.36
Scored at least 1 Goal (Last 5)):  0.67 VS 0.67
Scored at least 1 Goal (AHR):  0.6 VS 0.82
"
10,2025-02-01,Harrogate,Crewe,"0,78","0,96",No decision Made,"Home: Harrogate, Away: Crewe
Pts (All M): 29 VS 46
Pts Against Higher: 6 VS 17
Pts (Last 5): 7 VS 9
Position: 19 VS 2

BTTS (All M): 0.29 VS 0.57
Shots (All M):  9.4 VS 8.9
Shots (Last 5):  7.3 VS 7.5
Shots (AHR):  7.8 VS 9.0

Shots Tar (All M):  3.0 VS 2.9
Shots Tar (Last 5):  1.7 VS 3.0
Shots Tar (AHR):  2.8 VS 2.9

HT Gs (All M)):  0.4 VS 0.0
HT Gs (Last 5):  0.2 VS 0.0
HT Gs (AHR):  0.8 VS 0.0
FT Gs (All M)):  0.8 VS 1.0
FT Gs (Last 5):  0.7 VS 1.0
FT Gs (AHR):  0.8 VS 1.0

Scored at least 1 Goal (All M):  0.5 VS 0.86
Average conceded per match (All M): 1.43 VS 0.79
Scored at least 1 Goal (Last 5)):  0.33 VS 0.83
Scored at least 1 Goal (AHR):  0.4 VS 0.83
"
12,2025-02-01,Newport County,Barrow,"1,82","0,61",No decision Made,"Home: Newport County, Away: Barrow
Pts (All M): 26 VS 31
Pts Against Higher: 14 VS 9
Pts (Last 5): 5 VS 2
Position: 22 VS 16

BTTS (All M): 0.73 VS 0.31
Shots (All M):  11.4 VS 10.2
Shots (Last 5):  11.8 VS 9.8
Shots (AHR):  11.9 VS 10.4

Shots Tar (All M):  4.5 VS 3.0
Shots Tar (Last 5):  5.3 VS 2.7
Shots Tar (AHR):  4.8 VS 3.2

HT Gs (All M)):  0.9 VS 0.3
HT Gs (Last 5):  0.8 VS 0.2
HT Gs (AHR):  0.9 VS 0.3
FT Gs (All M)):  1.8 VS 0.5
FT Gs (Last 5):  1.3 VS 0.3
FT Gs (AHR):  1.7 VS 0.5

Scored at least 1 Goal (All M):  0.73 VS 0.38
Average conceded per match (All M): 1.64 VS 1.23
Scored at least 1 Goal (Last 5)):  0.5 VS 0.33
Scored at least 1 Goal (AHR):  0.7 VS 0.42
"
13,2025-02-01,Port Vale,Accrington,"1,72","1,49",No decision Made,"Home: Port Vale, Away: Accrington
Pts (All M): 45 VS 28
Pts Against Higher: 19 VS 7
Pts (Last 5): 9 VS 8
Position: 4 VS 20

BTTS (All M): 0.58 VS 0.69
Shots (All M):  12.6 VS 10.9
Shots (Last 5):  12.5 VS 10.8
Shots (AHR):  12.8 VS 7.7

Shots Tar (All M):  3.9 VS 4.5
Shots Tar (Last 5):  3.7 VS 4.3
Shots Tar (AHR):  4.1 VS 3.5

HT Gs (All M)):  0.6 VS 0.5
HT Gs (Last 5):  0.7 VS 0.5
HT Gs (AHR):  0.6 VS 0.3
FT Gs (All M)):  1.3 VS 1.4
FT Gs (Last 5):  1.2 VS 1.5
FT Gs (AHR):  1.5 VS 1.5

Scored at least 1 Goal (All M):  0.67 VS 0.92
Average conceded per match (All M): 1.0 VS 1.85
Scored at least 1 Goal (Last 5)):  0.5 VS 1.0
Scored at least 1 Goal (AHR):  0.73 VS 0.83
"
14,2025-02-01,Tranmere,Colchester,"0,42","0,97",No decision Made,"Home: Tranmere, Away: Colchester
Pts (All M): 26 VS 34
Pts Against Higher: 5 VS 13
Pts (Last 5): 9 VS 9
Position: 21 VS 13

BTTS (All M): 0.46 VS 0.54
Shots (All M):  14.8 VS 9.5
Shots (Last 5):  17.2 VS 9.2
Shots (AHR):  12.8 VS 8.3

Shots Tar (All M):  3.8 VS 3.1
Shots Tar (Last 5):  4.5 VS 3.0
Shots Tar (AHR):  3.3 VS 2.7

HT Gs (All M)):  0.5 VS 0.5
HT Gs (Last 5):  0.7 VS 0.3
HT Gs (AHR):  0.2 VS 0.4
FT Gs (All M)):  0.8 VS 1.0
FT Gs (Last 5):  1.2 VS 0.7
FT Gs (AHR):  0.2 VS 0.8

Scored at least 1 Goal (All M):  0.62 VS 0.69
Average conceded per match (All M): 0.92 VS 1.38
Scored at least 1 Goal (Last 5)):  0.83 VS 0.5
Scored at least 1 Goal (AHR):  0.17 VS 0.67
"
16,2025-02-01,Barnsley,Burton,"1,30","0,74",No decision Made,"Home: Barnsley, Away: Burton
Pts (All M): 42 VS 21
Pts Against Higher: 17 VS 2
Pts (Last 5): 7 VS 9
Position: 6 VS 23

BTTS (All M): 0.64 VS 0.54
Shots (All M):  14.8 VS 9.2
Shots (Last 5):  11.7 VS 6.0
Shots (AHR):  14.8 VS 5.6

Shots Tar (All M):  4.9 VS 3.3
Shots Tar (Last 5):  4.0 VS 2.3
Shots Tar (AHR):  4.9 VS 2.6

HT Gs (All M)):  0.7 VS 0.4
HT Gs (Last 5):  0.7 VS 0.5
HT Gs (AHR):  0.7 VS 0.2
FT Gs (All M)):  1.4 VS 0.9
FT Gs (Last 5):  1.3 VS 0.8
FT Gs (AHR):  1.4 VS 0.6

Scored at least 1 Goal (All M):  0.79 VS 0.62
Average conceded per match (All M): 1.5 VS 1.46
Scored at least 1 Goal (Last 5)):  0.67 VS 0.67
Scored at least 1 Goal (AHR):  0.79 VS 0.6
"
18,2025-02-01,Blackpool,Charlton,"1,37","1,28",No decision Made,"Home: Blackpool, Away: Charlton
Pts (All M): 34 VS 40
Pts Against Higher: 3 VS 8
Pts (Last 5): 5 VS 10
Position: 14 VS 10

BTTS (All M): 0.64 VS 0.38
Shots (All M):  15.4 VS 10.3
Shots (Last 5):  15.5 VS 12.5
Shots (AHR):  14.8 VS 8.3

Shots Tar (All M):  4.8 VS 3.8
Shots Tar (Last 5):  4.2 VS 4.7
Shots Tar (AHR):  4.8 VS 2.6

HT Gs (All M)):  0.5 VS 0.4
HT Gs (Last 5):  0.5 VS 0.8
HT Gs (AHR):  0.6 VS 0.2
FT Gs (All M)):  1.3 VS 1.3
FT Gs (Last 5):  1.0 VS 1.8
FT Gs (AHR):  1.2 VS 0.9

Scored at least 1 Goal (All M):  0.73 VS 0.69
Average conceded per match (All M): 1.27 VS 1.23
Scored at least 1 Goal (Last 5)):  0.67 VS 0.83
Scored at least 1 Goal (AHR):  0.8 VS 0.56
"
20,2025-02-01,Crawley Town,Wrexham,"0,43","1,30",No decision Made,"Home: Crawley Town, Away: Wrexham
Pts (All M): 21 VS 52
Pts Against Higher: 2 VS 13
Pts (Last 5): 8 VS 5
Position: 21 VS 3

BTTS (All M): 0.45 VS 0.42
Shots (All M):  9.1 VS 11.1
Shots (Last 5):  9.5 VS 14.0
Shots (AHR):  4.5 VS 11.1

Shots Tar (All M):  2.8 VS 2.9
Shots Tar (Last 5):  3.0 VS 2.8
Shots Tar (AHR):  1.2 VS 2.9

HT Gs (All M)):  0.5 VS 0.6
HT Gs (Last 5):  0.5 VS 0.5
HT Gs (AHR):  0.2 VS 0.6
FT Gs (All M)):  1.2 VS 0.8
FT Gs (Last 5):  1.7 VS 1.0
FT Gs (AHR):  0.8 VS 0.8

Scored at least 1 Goal (All M):  0.64 VS 0.67
Average conceded per match (All M): 1.64 VS 1.0
Scored at least 1 Goal (Last 5)):  0.83 VS 0.83
Scored at least 1 Goal (AHR):  0.5 VS 0.67
"
21,2025-02-01,Leyton Orient,Stockport,"0,63","0,88",No decision Made,"Home: Leyton Orient, Away: Stockport
Pts (All M): 41 VS 44
Pts Against Higher: 4 VS 6
Pts (Last 5): 16 VS 7
Position: 8 VS 5

BTTS (All M): 0.21 VS 0.62
Shots (All M):  13.4 VS 11.7
Shots (Last 5):  15.2 VS 12.7
Shots (AHR):  10.8 VS 11.3

Shots Tar (All M):  5.1 VS 5.3
Shots Tar (Last 5):  6.0 VS 6.0
Shots Tar (AHR):  3.8 VS 5.0

HT Gs (All M)):  0.7 VS 0.8
HT Gs (Last 5):  1.0 VS 1.0
HT Gs (AHR):  0.6 VS 0.7
FT Gs (All M)):  1.4 VS 1.4
FT Gs (Last 5):  1.8 VS 1.3
FT Gs (AHR):  0.8 VS 1.0

Scored at least 1 Goal (All M):  0.71 VS 0.85
Average conceded per match (All M): 0.64 VS 1.0
Scored at least 1 Goal (Last 5)):  0.83 VS 0.67
Scored at least 1 Goal (AHR):  0.6 VS 0.71
"
23,2025-02-01,Reading,Bolton,"1,28","0,73",No decision Made,"Home: Reading, Away: Bolton
Pts (All M): 41 VS 41
Pts Against Higher: 6 VS 7
Pts (Last 5): 12 VS 8
Position: 9 VS 7

BTTS (All M): 0.5 VS 0.54
Shots (All M):  11.9 VS 10.3
Shots (Last 5):  10.5 VS 10.7
Shots (AHR):  9.5 VS 8.4

Shots Tar (All M):  4.7 VS 3.4
Shots Tar (Last 5):  4.7 VS 3.2
Shots Tar (AHR):  2.5 VS 2.3

HT Gs (All M)):  0.8 VS 0.5
HT Gs (Last 5):  0.5 VS 0.2
HT Gs (AHR):  0.2 VS 0.3
FT Gs (All M)):  2.0 VS 1.4
FT Gs (Last 5):  1.8 VS 1.0
FT Gs (AHR):  1.2 VS 0.6

Scored at least 1 Goal (All M):  0.83 VS 0.69
Average conceded per match (All M): 1.0 VS 1.54
Scored at least 1 Goal (Last 5)):  0.83 VS 0.83
Scored at least 1 Goal (AHR):  0.75 VS 0.43
"
24,2025-02-01,Shrewsbury,Mansfield,"1,26","2,25",No decision Made,"Home: Shrewsbury, Away: Mansfield
Pts (All M): 20 VS 37
Pts Against Higher: 12 VS 19
Pts (Last 5): 10 VS 7
Position: 24 VS 12

BTTS (All M): 0.54 VS 0.54
Shots (All M):  8.8 VS 10.5
Shots (Last 5):  8.7 VS 12.3
Shots (AHR):  8.0 VS 10.5

Shots Tar (All M):  2.9 VS 3.3
Shots Tar (Last 5):  3.3 VS 3.7
Shots Tar (AHR):  2.9 VS 3.3

HT Gs (All M)):  0.6 VS 0.8
HT Gs (Last 5):  0.8 VS 1.2
HT Gs (AHR):  0.6 VS 0.8
FT Gs (All M)):  1.1 VS 1.4
FT Gs (Last 5):  1.5 VS 1.5
FT Gs (AHR):  1.2 VS 1.4

Scored at least 1 Goal (All M):  0.69 VS 0.77
Average conceded per match (All M): 1.69 VS 1.31
Scored at least 1 Goal (Last 5)):  1.0 VS 0.83
Scored at least 1 Goal (AHR):  0.62 VS 0.77
"
25,2025-02-01,Stevenage,Exeter,"1,20","0,53",No decision Made,"Home: Stevenage, Away: Exeter
Pts (All M): 34 VS 32
Pts Against Higher: 14 VS 7
Pts (Last 5): 10 VS 4
Position: 13 VS 17

BTTS (All M): 0.29 VS 0.38
Shots (All M):  10.2 VS 7.9
Shots (Last 5):  9.7 VS 7.3
Shots (AHR):  9.3 VS 6.1

Shots Tar (All M):  3.3 VS 2.4
Shots Tar (Last 5):  3.3 VS 2.3
Shots Tar (AHR):  2.7 VS 1.6

HT Gs (All M)):  0.3 VS 0.4
HT Gs (Last 5):  0.3 VS 0.2
HT Gs (AHR):  0.3 VS 0.2
FT Gs (All M)):  1.1 VS 0.8
FT Gs (Last 5):  1.3 VS 0.7
FT Gs (AHR):  1.0 VS 0.6

Scored at least 1 Goal (All M):  0.71 VS 0.62
Average conceded per match (All M): 1.0 VS 1.23
Scored at least 1 Goal (Last 5)):  0.67 VS 0.5
Scored at least 1 Goal (AHR):  0.7 VS 0.44
"
26,2025-02-01,Wigan,Lincoln,"0,44","0,71",No decision Made,"Home: Wigan, Away: Lincoln
Pts (All M): 33 VS 38
Pts Against Higher: 0 VS 6
Pts (Last 5): 7 VS 4
Position: 16 VS 11

BTTS (All M): 0.31 VS 0.43
Shots (All M):  11.4 VS 9.6
Shots (Last 5):  11.3 VS 10.5
Shots (AHR):  13.4 VS 10.0

Shots Tar (All M):  3.4 VS 2.9
Shots Tar (Last 5):  3.7 VS 3.0
Shots Tar (AHR):  2.8 VS 2.4

HT Gs (All M)):  0.5 VS 0.5
HT Gs (Last 5):  0.8 VS 0.5
HT Gs (AHR):  0.0 VS 0.3
FT Gs (All M)):  0.9 VS 0.9
FT Gs (Last 5):  1.2 VS 0.7
FT Gs (AHR):  0.2 VS 0.7

Scored at least 1 Goal (All M):  0.54 VS 0.64
Average conceded per match (All M): 1.08 VS 1.21
Scored at least 1 Goal (Last 5)):  0.67 VS 0.5
Scored at least 1 Goal (AHR):  0.2 VS 0.57
"
