,Date,Home Team,Away Team,Prediction 1,Prediction 2,Decision,Stats
0,2024-12-07,Aston Villa,Southampton,"2,16","1,02",No decision Made,"Home: Aston Villa, Away: Southampton
Pts (All M): 22 VS 5
Pts Against Higher: 12 VS 1
Pts (Last 5): 9 VS 1
Position: 6 VS 20

BTTS (All M): 0 VS 0
Shots (All M):  14.7 VS 11.1
Shots (Last 5):  15.0 VS 8.2
Shots (AHR):  14.7 VS 7.7

Shots Tar (All M):  5.6 VS 2.7
Shots Tar (Last 5):  5.6 VS 1.8
Shots Tar (AHR):  5.6 VS 2.0

HT Gs (All M)):  0.7 VS 0.0
HT Gs (Last 5):  0.8 VS 0.0
HT Gs (AHR):  0.7 VS 0.0
FT Gs (All M)):  1.7 VS 0.6
FT Gs (Last 5):  1.8 VS 0.6
FT Gs (AHR):  1.7 VS 0.7

Scored at least 1 Goal (All M):  0.71 VS 0.57
Scored at least 1 Goal (Last 5)):  0.8 VS 0.6
Scored at least 1 Goal (AHR):  0.71 VS 0.67
"
1,2024-12-07,Brentford,Newcastle,"2,94","2,12","Action: O1.5
","Home: Brentford, Away: Newcastle
Pts (All M): 20 VS 20
Pts Against Higher: 3 VS 4
Pts (Last 5): 13 VS 5
Position: 9 VS 10

BTTS (All M): 1 VS 0
Shots (All M):  14.4 VS 12.3
Shots (Last 5):  14.4 VS 11.6
Shots (AHR):  12.0 VS 14.2

Shots Tar (All M):  6.9 VS 3.9
Shots Tar (Last 5):  7.2 VS 3.2
Shots Tar (AHR):  6.0 VS 4.5

HT Gs (All M)):  1.9 VS 0.1
HT Gs (Last 5):  2.2 VS 0.2
HT Gs (AHR):  1.0 VS 0.2
FT Gs (All M)):  3.1 VS 1.3
FT Gs (Last 5):  3.4 VS 1.2
FT Gs (AHR):  3.0 VS 1.5

Scored at least 1 Goal (All M):  1.0 VS 0.86
Scored at least 1 Goal (Last 5)):  1.0 VS 0.8
Scored at least 1 Goal (AHR):  1.0 VS 1.0
"
2,2024-12-07,Crystal Palace,Man City,"0,38","2,21","Action: Double Chance X2 
","Home: Crystal Palace, Away: Man City
Pts (All M): 12 VS 26
Pts Against Higher: 0 VS 10
Pts (Last 5): 5 VS 4
Position: 17 VS 4

BTTS (All M): 0 VS 0
Shots (All M):  13.6 VS 16.1
Shots (Last 5):  12.2 VS 15.8
Shots (AHR):  9.0 VS 16.1

Shots Tar (All M):  4.3 VS 5.4
Shots Tar (Last 5):  4.8 VS 5.0
Shots Tar (AHR):  5.0 VS 5.4

HT Gs (All M)):  0.1 VS 0.9
HT Gs (Last 5):  0.2 VS 0.6
HT Gs (AHR):  0.0 VS 0.9
FT Gs (All M)):  0.6 VS 1.4
FT Gs (Last 5):  0.4 VS 1.0
FT Gs (AHR):  0.0 VS 1.4

Scored at least 1 Goal (All M):  0.43 VS 0.86
Scored at least 1 Goal (Last 5)):  0.4 VS 0.8
Scored at least 1 Goal (AHR):  0.0 VS 0.86
"
3,2024-12-07,Everton,Liverpool,"0,01","2,86","Action: Double Chance X2 
","Home: Everton, Away: Liverpool
Pts (All M): 14 VS 35
Pts Against Higher: 0 VS 8
Pts (Last 5): 9 VS 11
Position: 15 VS 1

BTTS (All M): 0 VS 0
Shots (All M):  13.3 VS 15.3
Shots (Last 5):  13.2 VS 15.6
Shots (AHR):  9.0 VS 13.0

Shots Tar (All M):  3.9 VS 5.4
Shots Tar (Last 5):  3.6 VS 6.0
Shots Tar (AHR):  1.0 VS 4.0

HT Gs (All M)):  0.3 VS 0.9
HT Gs (Last 5):  0.4 VS 0.8
HT Gs (AHR):  0.0 VS 1.0
FT Gs (All M)):  1.3 VS 2.3
FT Gs (Last 5):  1.4 VS 2.2
FT Gs (AHR):  0.0 VS 2.2

Scored at least 1 Goal (All M):  0.57 VS 1.0
Scored at least 1 Goal (Last 5)):  0.6 VS 1.0
Scored at least 1 Goal (AHR):  0.0 VS 1.0
"
4,2024-12-07,Man United,Nott'm Forest,"0,82","0,85",No decision Made,"Home: Man United, Away: Nott'm Forest
Pts (All M): 19 VS 22
Pts Against Higher: 4 VS 5
Pts (Last 5): 10 VS 5
Position: 11 VS 7

BTTS (All M): 0 VS 0
Shots (All M):  13.0 VS 12.4
Shots (Last 5):  13.8 VS 11.8
Shots (AHR):  13.2 VS 8.8

Shots Tar (All M):  4.7 VS 4.4
Shots Tar (Last 5):  5.0 VS 4.0
Shots Tar (AHR):  5.0 VS 3.6

HT Gs (All M)):  0.6 VS 0.3
HT Gs (Last 5):  0.8 VS 0.4
HT Gs (AHR):  0.0 VS 0.2
FT Gs (All M)):  1.6 VS 1.1
FT Gs (Last 5):  2.0 VS 1.2
FT Gs (AHR):  0.8 VS 0.8

Scored at least 1 Goal (All M):  0.71 VS 0.71
Scored at least 1 Goal (Last 5)):  0.8 VS 0.6
Scored at least 1 Goal (AHR):  0.5 VS 0.6
"
5,2024-12-07,Bayern Munich,Heidenheim,"3,62","1,68","Action: Draw no bet 1X or Over 1.5 Goals
","Home: Bayern Munich, Away: Heidenheim
Pts (All M): 30 VS 10
Pts Against Higher: 13 VS 0
Pts (Last 5): 13 VS 3
Position: 1 VS 16

BTTS (All M): 0 VS 0
Shots (All M):  20.0 VS 12.2
Shots (Last 5):  20.0 VS 13.4
Shots (AHR):  20.0 VS 6.0

Shots Tar (All M):  7.6 VS 4.5
Shots Tar (Last 5):  7.6 VS 4.8
Shots Tar (AHR):  7.6 VS 3.0

HT Gs (All M)):  0.8 VS 0.8
HT Gs (Last 5):  0.8 VS 1.0
HT Gs (AHR):  0.8 VS 2.0
FT Gs (All M)):  2.6 VS 1.7
FT Gs (Last 5):  2.6 VS 1.6
FT Gs (AHR):  2.6 VS 2.0

Scored at least 1 Goal (All M):  1.0 VS 0.83
Scored at least 1 Goal (Last 5)):  1.0 VS 0.8
Scored at least 1 Goal (AHR):  1.0 VS 1.0
"
6,2024-12-07,Bochum,Werder Bremen,"0,89","2,98","Action: O1.5
","Home: Bochum, Away: Werder Bremen
Pts (All M): 2 VS 16
Pts Against Higher: 1 VS 10
Pts (Last 5): 2 VS 9
Position: 18 VS 11

BTTS (All M): 0 VS 0
Shots (All M):  13.6 VS 13.2
Shots (Last 5):  13.6 VS 13.4
Shots (AHR):  13.5 VS 13.2

Shots Tar (All M):  3.4 VS 5.7
Shots Tar (Last 5):  3.4 VS 5.6
Shots Tar (AHR):  3.5 VS 5.7

HT Gs (All M)):  0.4 VS 1.0
HT Gs (Last 5):  0.4 VS 1.0
HT Gs (AHR):  0.0 VS 1.0
FT Gs (All M)):  0.8 VS 2.2
FT Gs (Last 5):  0.8 VS 2.2
FT Gs (AHR):  0.5 VS 2.2

Scored at least 1 Goal (All M):  0.6 VS 0.83
Scored at least 1 Goal (Last 5)):  0.6 VS 0.8
Scored at least 1 Goal (AHR):  0.5 VS 0.83
"
7,2024-12-07,Ein Frankfurt,Augsburg,"2,75","0,22","Action: Draw no bet 1X 
","Home: Ein Frankfurt, Away: Augsburg
Pts (All M): 26 VS 15
Pts Against Higher: 7 VS 0
Pts (Last 5): 13 VS 1
Position: 2 VS 13

BTTS (All M): 0 VS 0
Shots (All M):  13.8 VS 7.2
Shots (Last 5):  13.8 VS 7.2
Shots (AHR):  11.3 VS 4.5

Shots Tar (All M):  5.8 VS 1.4
Shots Tar (Last 5):  5.8 VS 1.4
Shots Tar (AHR):  4.3 VS 1.0

HT Gs (All M)):  2.0 VS 0.2
HT Gs (Last 5):  2.0 VS 0.2
HT Gs (AHR):  1.3 VS 0.0
FT Gs (All M)):  3.2 VS 0.4
FT Gs (Last 5):  3.2 VS 0.4
FT Gs (AHR):  2.0 VS 0.0

Scored at least 1 Goal (All M):  1.0 VS 0.4
Scored at least 1 Goal (Last 5)):  1.0 VS 0.4
Scored at least 1 Goal (AHR):  1.0 VS 0.0
"
8,2024-12-07,Holstein Kiel,RB Leipzig,"0,69","3,14","Action: O1.5
","Home: Holstein Kiel, Away: RB Leipzig
Pts (All M): 5 VS 21
Pts Against Higher: 0 VS 10
Pts (Last 5): 3 VS 7
Position: 17 VS 4

BTTS (All M): 0 VS 0
Shots (All M):  9.5 VS 10.7
Shots (Last 5):  9.0 VS 10.8
Shots (AHR):  7.3 VS 10.7

Shots Tar (All M):  4.0 VS 4.2
Shots Tar (Last 5):  3.8 VS 4.2
Shots Tar (AHR):  2.7 VS 4.2

HT Gs (All M)):  0.3 VS 1.0
HT Gs (Last 5):  0.4 VS 1.0
HT Gs (AHR):  0.3 VS 1.0
FT Gs (All M)):  0.7 VS 1.7
FT Gs (Last 5):  0.8 VS 1.4
FT Gs (AHR):  1.0 VS 1.7

Scored at least 1 Goal (All M):  0.5 VS 0.83
Scored at least 1 Goal (Last 5)):  0.6 VS 0.8
Scored at least 1 Goal (AHR):  0.67 VS 0.83
"
9,2024-12-07,M'gladbach,Dortmund,"2,12","1,34","Action: O1.5
","Home: M'gladbach, Away: Dortmund
Pts (All M): 17 VS 20
Pts Against Higher: 0 VS 1
Pts (Last 5): 12 VS 1
Position: 9 VS 6

BTTS (All M): 0 VS 0
Shots (All M):  14.7 VS 7.4
Shots (Last 5):  14.8 VS 7.4
Shots (AHR):  14.0 VS 7.4

Shots Tar (All M):  6.5 VS 3.4
Shots Tar (Last 5):  6.4 VS 3.4
Shots Tar (AHR):  7.0 VS 3.4

HT Gs (All M)):  1.2 VS 0.4
HT Gs (Last 5):  1.4 VS 0.4
HT Gs (AHR):  0.0 VS 0.4
FT Gs (All M)):  2.2 VS 0.8
FT Gs (Last 5):  2.2 VS 0.8
FT Gs (AHR):  2.0 VS 0.8

Scored at least 1 Goal (All M):  1.0 VS 0.8
Scored at least 1 Goal (Last 5)):  1.0 VS 0.8
Scored at least 1 Goal (AHR):  1.0 VS 0.8
"
